"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJATAMBO (000)",2251,2178,8,314,311,331,573,399,170,72,73,9234
"De 12 a 14 años (001)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (002)",54,48,,41,6,1,,,,,6,56
"De 20 a 24 años (003)",153,130,,75,32,13,9,1,,,23,222
"De 25 a 29 años (004)",207,194,,47,75,41,30,1,,,13,453
"De 30 a 34 años (005)",234,229,,32,58,61,69,7,2,,5,694
"De 35 a 39 años (006)",249,243,,29,39,45,83,40,6,1,6,923
"De 40 a 44 años (007)",220,217,,18,30,31,74,49,11,4,3,947
"De 45 a 49 años (008)",182,180,1,15,13,21,54,52,16,8,2,894
"De 50 y más años (009)",948,935,7,55,58,118,254,249,135,59,13,5043
"PEA (010)",654,623,2,117,103,109,168,90,27,7,31,2265
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",13,12,,10,1,1,,,,,1,15
"De 20 a 24 años (013)",46,38,,24,6,5,3,,,,8,64
"De 25 a 29 años (014)",61,53,,20,21,6,6,,,,8,105
"De 30 a 34 años (015)",81,78,,18,24,16,18,2,,,3,204
"De 35 a 39 años (016)",90,85,,14,13,26,26,6,,,5,269
"De 40 a 44 años (017)",88,86,,10,18,11,26,18,2,1,2,336
"De 45 a 49 años (018)",76,76,1,10,9,8,24,18,4,2,,325
"De 50 y más años (019)",198,195,1,11,11,36,65,46,21,4,3,947
"Ocupada (020)",648,619,2,117,103,107,167,89,27,7,29,2248
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 15 a 19 años (022)",13,12,,10,1,1,,,,,1,15
"De 20 a 24 años (023)",44,38,,24,6,5,3,,,,6,64
