"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAMAS",,,,,,,,,
"Viviendas particulares (001)",2287,1878,184,48,73,20,12,9,63
"Ocupantes presentes (002)",9064,7298,739,217,338,97,50,42,283
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2193,1803,174,47,72,17,12,7,61
"Ocupantes presentes (005)",8772,7088,688,213,336,82,50,35,280
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",62,53,5,,1,,,2,1
"Ocupantes presentes (011)",164,123,31,,2,,,7,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,10,4,1,,3,,,
"Ocupantes presentes (014)",81,48,14,4,,15,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,3,1,,,,,,1
"Ocupantes presentes (017)",18,10,6,,,,,,2
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,6,,,,,,,
"Ocupantes presentes (020)",20,20,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2130,1784,158,39,60,20,12,9,48
"Ocupantes presentes (029)",8375,6880,624,184,278,97,50,42,220
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2041,1712,149,38,59,17,12,7,47
"Ocupantes presentes (032)",8101,6680,579,180,276,82,50,35,219
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",62,53,5,,1,,,2,1
"Ocupantes presentes (038)",164,123,31,,2,,,7,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,10,4,1,,3,,,
"Ocupantes presentes (041)",81,48,14,4,,15,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,6,,,,,,,
"Ocupantes presentes (047)",20,20,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",157,94,26,9,13,,,,15
"Ocupantes presentes (056)",689,418,115,33,60,,,,63
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",152,91,25,9,13,,,,14
"Ocupantes presentes (059)",671,408,109,33,60,,,,61
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,3,1,,,,,,1
"Ocupantes presentes (071)",18,10,6,,,,,,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
