"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",10768,5251,50,105,4916,158,22,30,1,235
"Hombres (001)",4045,2729,35,69,931,97,16,20,1,147
"Mujeres (002)",6723,2522,15,36,3985,61,6,10,,88
"De 06 a 14 años (003)",4223,4065,,,69,37,,2,,50
"Hombres (004)",2143,2062,,,30,21,,2,,28
"Mujeres (005)",2080,2003,,,39,16,,,,22
"De 15 a 29 años (006)",2531,1163,1,26,1264,,13,7,1,56
"Hombres (007)",900,661,1,14,172,,8,7,1,36
"Mujeres (008)",1631,502,,12,1092,,5,,,20
"De 30 a 44 años (009)",1367,18,4,27,1272,,5,5,,36
"Hombres (010)",260,6,,17,208,,5,3,,21
"Mujeres (011)",1107,12,4,10,1064,,,2,,15
"De 45 a 64 años (012)",1401,4,21,26,1305,4,3,6,,32
"Hombres (013)",289,,17,18,227,2,2,4,,19
"Mujeres (014)",1112,4,4,8,1078,2,1,2,,13
"De 65 y más años (015)",1246,1,24,26,1006,117,1,10,,61
"Hombres (016)",453,,17,20,294,74,1,4,,43
"Mujeres (017)",793,1,7,6,712,43,,6,,18
,,,,,,,,,,
"AREA URBANA (018)",2491,1198,31,73,1079,29,9,8,,64
"Hombres (019)",971,631,21,42,214,17,6,6,,34
"Mujeres (020)",1520,567,10,31,865,12,3,2,,30
"De 06 a 14 años (021)",917,886,,,17,8,,,,6
"Hombres (022)",479,461,,,9,5,,,,4
"Mujeres (023)",438,425,,,8,3,,,,2
"De 15 a 29 años (024)",643,299,,17,298,,4,3,,22
"Hombres (025)",226,166,,8,35,,2,3,,12
"Mujeres (026)",417,133,,9,263,,2,,,10
"De 30 a 44 años (027)",308,13,2,20,257,,1,1,,14
"Hombres (028)",82,4,,11,58,,1,1,,7
"Mujeres (029)",226,9,2,9,199,,,,,7
"De 45 a 64 años (030)",318,,9,18,275,,3,2,,11
"Hombres (031)",78,,8,11,50,,2,1,,6
"Mujeres (032)",240,,1,7,225,,1,1,,5
"De 65 y más años (033)",305,,20,18,232,21,1,2,,11
"Hombres (034)",106,,13,12,62,12,1,1,,5
"Mujeres (035)",199,,7,6,170,9,,1,,6
,,,,,,,,,,
"AREA RURAL (036)",8277,4053,19,32,3837,129,13,22,1,171
"Hombres (037)",3074,2098,14,27,717,80,10,14,1,113
"Mujeres (038)",5203,1955,5,5,3120,49,3,8,,58
"De 06 a 14 años (039)",3306,3179,,,52,29,,2,,44
"Hombres (040)",1664,1601,,,21,16,,2,,24
"Mujeres (041)",1642,1578,,,31,13,,,,20
"De 15 a 29 años (042)",1888,864,1,9,966,,9,4,1,34
"Hombres (043)",674,495,1,6,137,,6,4,1,24
"Mujeres (044)",1214,369,,3,829,,3,,,10
"De 30 a 44 años (045)",1059,5,2,7,1015,,4,4,,22
"Hombres (046)",178,2,,6,150,,4,2,,14
"Mujeres (047)",881,3,2,1,865,,,2,,8
"De 45 a 64 años (048)",1083,4,12,8,1030,4,,4,,21
"Hombres (049)",211,,9,7,177,2,,3,,13
"Mujeres (050)",872,4,3,1,853,2,,1,,8
"De 65 y más años (051)",941,1,4,8,774,96,,8,,50
"Hombres (052)",347,,4,8,232,62,,3,,38
"Mujeres (053)",594,1,,,542,34,,5,,12
