"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia LA UNION (000)",9138,8681,457
"Hombres (001)",4454,4323,131
"Mujeres (002)",4684,4358,326
"De 18 a 29 años (003)",2033,1907,126
"Hombres (004)",1032,969,63
"Mujeres (005)",1001,938,63
"De 30 a 44 años (006)",2983,2923,60
"Hombres (007)",1446,1430,16
"Mujeres (008)",1537,1493,44
"De 45 a 64 años (009)",2535,2436,99
"Hombres (010)",1278,1256,22
"Mujeres (011)",1257,1180,77
"De 65 y más años (012)",1587,1415,172
"Hombres (013)",698,668,30
"Mujeres (014)",889,747,142
,,,
"URBANA (015)",4371,4187,184
"Hombres (016)",2093,2020,73
"Mujeres (017)",2278,2167,111
"De 18 a 29 años (018)",1004,938,66
"Hombres (019)",509,472,37
"Mujeres (020)",495,466,29
"De 30 a 44 años (021)",1498,1475,23
"Hombres (022)",709,697,12
"Mujeres (023)",789,778,11
"De 45 a 64 años (024)",1168,1136,32
"Hombres (025)",581,573,8
"Mujeres (026)",587,563,24
"De 65 y más años (027)",701,638,63
"Hombres (028)",294,278,16
"Mujeres (029)",407,360,47
,,,
"RURAL (030)",4767,4494,273
"Hombres (031)",2361,2303,58
"Mujeres (032)",2406,2191,215
"De 18 a 29 años (033)",1029,969,60
"Hombres (034)",523,497,26
"Mujeres (035)",506,472,34
"De 30 a 44 años (036)",1485,1448,37
"Hombres (037)",737,733,4
"Mujeres (038)",748,715,33
"De 45 a 64 años (039)",1367,1300,67
"Hombres (040)",697,683,14
"Mujeres (041)",670,617,53
"De 65 y más años (042)",886,777,109
"Hombres (043)",404,390,14
"Mujeres (044)",482,387,95
