"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia MELGAR (000)",36089,5134,11160,9557,10238
"Asiste actualmente (001)",25655,2047,10624,8830,4154
"No asiste (002)",10434,3087,536,727,6084
"Hombres (004)",17961,2579,5620,4774,4988
"Asiste actualmente (005)",13195,1049,5357,4483,2306
"No asiste (006)",4766,1530,263,291,2682
"Mujeres (008)",18128,2555,5540,4783,5250
"Asiste actualmente (009)",12460,998,5267,4347,1848
"No asiste (010)",5668,1557,273,436,3402
,,,,,
"URBANA (012)",17592,2235,5275,4921,5161
"Asiste actualmente (013)",13187,952,5097,4693,2445
"No asiste (014)",4405,1283,178,228,2716
"Hombres (016)",8734,1101,2651,2460,2522
"Asiste actualmente (017)",6713,482,2560,2363,1308
"No asiste (018)",2021,619,91,97,1214
"Mujeres (020)",8858,1134,2624,2461,2639
"Asiste actualmente (021)",6474,470,2537,2330,1137
"No asiste (022)",2384,664,87,131,1502
,,,,,
"RURAL (024)",18497,2899,5885,4636,5077
"Asiste actualmente (025)",12468,1095,5527,4137,1709
"No asiste (026)",6029,1804,358,499,3368
"Hombres (028)",9227,1478,2969,2314,2466
"Asiste actualmente (029)",6482,567,2797,2120,998
"No asiste (030)",2745,911,172,194,1468
"Mujeres (032)",9270,1421,2916,2322,2611
"Asiste actualmente (033)",5986,528,2730,2017,711
"No asiste (034)",3284,893,186,305,1900
