"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUARAL (000)",2561,521,2040
"Sin nivel (001)",99,6,93
"Educación inicial (002)",1,1,
"Primaria (003)",500,73,427
"Secundaria (004)",1376,316,1060
"Superior no univ. incompleta (005)",157,38,119
"Superior no univ. completa (006)",189,45,144
"Superior univ. incompleta (007)",96,16,80
"Superior univ. completa (008)",143,26,117
"De 14 a 29 años (010)",1348,439,909
"Sin nivel (011)",19,5,14
"Educación inicial (012)",1,1,
"Primaria (013)",150,48,102
"Secundaria (014)",848,277,571
"Superior no univ. incompleta (015)",89,35,54
"Superior no univ. completa (016)",112,37,75
"Superior univ. incompleta (017)",58,15,43
"Superior univ. completa (018)",71,21,50
"De 30 a 44 años (020)",707,67,640
"Sin nivel (021)",28,1,27
"Primaria (023)",153,19,134
"Secundaria (024)",344,31,313
"Superior no univ. incompleta (025)",47,3,44
"Superior no univ. completa (026)",58,8,50
"Superior univ. incompleta (027)",27,1,26
"Superior univ. completa (028)",50,4,46
"De 45 a 64 años (030)",415,15,400
"Sin nivel (031)",33,,33
"Primaria (033)",147,6,141
"Secundaria (034)",168,8,160
"Superior no univ. incompleta (035)",19,,19
"Superior no univ. completa (036)",18,,18
"Superior univ. incompleta (037)",11,,11
"Superior univ. completa (038)",19,1,18
"De 65 y más años (040)",91,,91
"Sin nivel (041)",19,,19
"Primaria (043)",50,,50
"Secundaria (044)",16,,16
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",3,,3
,,,
"AREA URBANA (050)",2288,470,1818
"Sin nivel (051)",76,5,71
"Educación inicial (052)",1,1,
"Primaria (053)",437,64,373
"Secundaria (054)",1242,287,955
"Superior no univ. incompleta (055)",145,37,108
"Superior no univ. completa (056)",168,36,132
"Superior univ. incompleta (057)",87,14,73
"Superior univ. completa (058)",132,26,106
"De 14 a 29 años (060)",1194,390,804
"Sin nivel (061)",15,4,11
"Educación inicial (062)",1,1,
"Primaria (063)",128,39,89
"Secundaria (064)",750,248,502
"Superior no univ. incompleta (065)",79,34,45
"Superior no univ. completa (066)",99,30,69
"Superior univ. incompleta (067)",54,13,41
"Superior univ. completa (068)",68,21,47
"De 30 a 44 años (070)",650,65,585
"Sin nivel (071)",21,1,20
"Primaria (073)",136,19,117
"Secundaria (074)",325,31,294
"Superior no univ. incompleta (075)",46,3,43
"Superior no univ. completa (076)",52,6,46
"Superior univ. incompleta (077)",24,1,23
"Superior univ. completa (078)",46,4,42
"De 45 a 64 años (080)",367,15,352
"Sin nivel (081)",26,,26
"Primaria (083)",128,6,122
"Secundaria (084)",153,8,145
"Superior no univ. incompleta (085)",18,,18
"Superior no univ. completa (086)",16,,16
"Superior univ. incompleta (087)",9,,9
"Superior univ. completa (088)",17,1,16
"De 65 y más años (090)",77,,77
"Sin nivel (091)",14,,14
"Primaria (093)",45,,45
"Secundaria (094)",14,,14
"Superior no univ. incompleta (095)",2,,2
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",273,51,222
"Sin nivel (101)",23,1,22
"Primaria (103)",63,9,54
"Secundaria (104)",134,29,105
"Superior no univ. incompleta (105)",12,1,11
"Superior no univ. completa (106)",21,9,12
"Superior univ. incompleta (107)",9,2,7
"Superior univ. completa (108)",11,,11
"De 14 a 29 años (110)",154,49,105
"Sin nivel (111)",4,1,3
"Primaria (113)",22,9,13
"Secundaria (114)",98,29,69
"Superior no univ. incompleta (115)",10,1,9
"Superior no univ. completa (116)",13,7,6
"Superior univ. incompleta (117)",4,2,2
"Superior univ. completa (118)",3,,3
"De 30 a 44 años (120)",57,2,55
"Sin nivel (121)",7,,7
"Primaria (123)",17,,17
"Secundaria (124)",19,,19
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",6,2,4
"Superior univ. incompleta (127)",3,,3
"Superior univ. completa (128)",4,,4
"De 45 a 64 años (130)",48,,48
"Sin nivel (131)",7,,7
"Primaria (133)",19,,19
"Secundaria (134)",15,,15
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",2,,2
"Superior univ. incompleta (137)",2,,2
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",14,,14
"Sin nivel (141)",5,,5
"Primaria (143)",5,,5
"Secundaria (144)",2,,2
"Superior univ. completa (148)",2,,2
