"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia URUBAMBA (000)",25710,21797,3913
"De 3 a 5 años (001)",3622,415,3207
"De 6 a 11 años (002)",7468,6968,500
"De 12 a 16 años (003)",6633,6583,50
"De 17 a 24 años (004)",7987,7831,156
"Hombres (005)",13144,11240,1904
"De 3 a 5 años (006)",1808,207,1601
"De 6 a 11 años (007)",3762,3516,246
"De 12 a 16 años (008)",3337,3320,17
"De 17 a 24 años (009)",4237,4197,40
"Mujeres (010)",12566,10557,2009
"De 3 a 5 años (011)",1814,208,1606
"De 6 a 11 años (012)",3706,3452,254
"De 12 a 16 años (013)",3296,3263,33
"De 17 a 24 años (014)",3750,3634,116
,,,
"URBANA (015)",11990,10412,1578
"De 3 a 5 años (016)",1572,210,1362
"De 6 a 11 años (017)",3218,3041,177
"De 12 a 16 años (018)",2996,2980,16
"De 17 a 24 años (019)",4204,4181,23
"Hombres (020)",6020,5240,780
"De 3 a 5 años (021)",802,111,691
"De 6 a 11 años (022)",1583,1504,79
"De 12 a 16 años (023)",1484,1480,4
"De 17 a 24 años (024)",2151,2145,6
"Mujeres (025)",5970,5172,798
"De 3 a 5 años (026)",770,99,671
"De 6 a 11 años (027)",1635,1537,98
"De 12 a 16 años (028)",1512,1500,12
"De 17 a 24 años (029)",2053,2036,17
,,,
"RURAL (030)",13720,11385,2335
"De 3 a 5 años (031)",2050,205,1845
"De 6 a 11 años (032)",4250,3927,323
"De 12 a 16 años (033)",3637,3603,34
"De 17 a 24 años (034)",3783,3650,133
"Hombres (035)",7124,6000,1124
"De 3 a 5 años (036)",1006,96,910
"De 6 a 11 años (037)",2179,2012,167
"De 12 a 16 años (038)",1853,1840,13
"De 17 a 24 años (039)",2086,2052,34
"Mujeres (040)",6596,5385,1211
"De 3 a 5 años (041)",1044,109,935
"De 6 a 11 años (042)",2071,1915,156
"De 12 a 16 años (043)",1784,1763,21
"De 17 a 24 años (044)",1697,1598,99
