"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OTUZCO (000)",76681,11715,1198,47945,11298,1292,1972,381,880
"Hombres (001)",38664,3573,560,25264,6866,704,1002,227,468
"Mujeres (002)",38017,8142,638,22681,4432,588,970,154,412
"PEA (003)",29433,3683,57,18148,4668,508,1415,232,722
"Hombres (004)",23463,2401,33,15308,3933,375,833,164,416
"Mujeres (005)",5970,1282,24,2840,735,133,582,68,306
"Ocupada (006)",28553,3609,53,17659,4507,479,1310,228,708
"Hombres (007)",22763,2347,29,14897,3804,356,762,162,406
"Mujeres (008)",5790,1262,24,2762,703,123,548,66,302
"Desocupada (009)",880,74,4,489,161,29,105,4,14
"Hombres (010)",700,54,4,411,129,19,71,2,10
"Mujeres (011)",180,20,,78,32,10,34,2,4
"No PEA (012)",47248,8032,1141,29797,6630,784,557,149,158
"Hombres (013)",15201,1172,527,9956,2933,329,169,63,52
"Mujeres (014)",32047,6860,614,19841,3697,455,388,86,106
,,,,,,,,,
"URBANA (018)",18872,1855,285,8765,4347,965,1668,265,722
"Hombres (019)",9189,473,119,4284,2476,501,818,138,380
"Mujeres (020)",9683,1382,166,4481,1871,464,850,127,342
"PEA (021)",7795,593,19,3063,1747,389,1236,149,599
"Hombres (022)",5183,272,12,2160,1325,282,701,96,335
"Mujeres (023)",2612,321,7,903,422,107,535,53,264
"Ocupada (024)",7419,578,16,2933,1651,364,1143,146,588
"Hombres (025)",4900,266,9,2052,1247,265,639,94,328
"Mujeres (026)",2519,312,7,881,404,99,504,52,260
"Desocupada (027)",376,15,3,130,96,25,93,3,11
"Hombres (028)",283,6,3,108,78,17,62,2,7
"Mujeres (029)",93,9,,22,18,8,31,1,4
"No PEA (030)",11077,1262,266,5702,2600,576,432,116,123
"Hombres (031)",4006,201,107,2124,1151,219,117,42,45
"Mujeres (032)",7071,1061,159,3578,1449,357,315,74,78
,,,,,,,,,
"RURAL (036)",57809,9860,913,39180,6951,327,304,116,158
"Hombres (037)",29475,3100,441,20980,4390,203,184,89,88
"Mujeres (038)",28334,6760,472,18200,2561,124,120,27,70
"PEA (039)",21638,3090,38,15085,2921,119,179,83,123
"Hombres (040)",18280,2129,21,13148,2608,93,132,68,81
"Mujeres (041)",3358,961,17,1937,313,26,47,15,42
"Ocupada (042)",21134,3031,37,14726,2856,115,167,82,120
"Hombres (043)",17863,2081,20,12845,2557,91,123,68,78
"Mujeres (044)",3271,950,17,1881,299,24,44,14,42
"Desocupada (045)",504,59,1,359,65,4,12,1,3
"Hombres (046)",417,48,1,303,51,2,9,,3
"Mujeres (047)",87,11,,56,14,2,3,1,
"No PEA (048)",36171,6770,875,24095,4030,208,125,33,35
"Hombres (049)",11195,971,420,7832,1782,110,52,21,7
"Mujeres (050)",24976,5799,455,16263,2248,98,73,12,28
