"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHEROS (000)",47959,10046,1634,20660,12561,750,895,415,998
"Quechua (001)",38563,8632,1162,17507,9781,451,456,173,401
"Aymara (002)",67,13,2,24,17,3,3,1,4
"Ashaninca (003)",8,3,1,2,2,,,,
"Otra lengua nativa (004)",6,1,,3,1,1,,,
"Castellano (005)",9154,1261,465,3106,2758,295,435,241,593
"Idioma extranjero (006)",1,1,,,,,,,
"Es sordomudo/a (007)",160,135,4,18,2,,1,,
"Hombres (009)",23808,3467,787,10722,7062,421,523,234,592
"Quechua (010)",19030,2773,552,9151,5605,272,312,106,259
"Aymara (011)",32,8,2,6,8,2,1,1,4
"Ashaninca (012)",6,1,1,2,2,,,,
"Otra lengua nativa (013)",4,1,,1,1,1,,,
"Castellano (014)",4646,610,229,1550,1445,146,210,127,329
"Idioma extranjero (015)",1,1,,,,,,,
"Es sordomudo/a (016)",89,73,3,12,1,,,,
"Mujeres (018)",24151,6579,847,9938,5499,329,372,181,406
"Quechua (019)",19533,5859,610,8356,4176,179,144,67,142
"Aymara (020)",35,5,,18,9,1,2,,
"Ashaninca (021)",2,2,,,,,,,
"Otra lengua nativa (022)",2,,,2,,,,,
"Castellano (023)",4508,651,236,1556,1313,149,225,114,264
"Es sordomudo/a (025)",71,62,1,6,1,,1,,
,,,,,,,,,
"URBANA (027)",15523,2503,477,5907,4527,402,589,289,829
"Quechua (028)",10243,1827,205,4312,3013,220,261,105,300
"Aymara (029)",31,3,,10,7,3,3,1,4
"Ashaninca (030)",3,,,1,2,,,,
"Otra lengua nativa (031)",4,1,,1,1,1,,,
"Castellano (032)",5218,651,270,1582,1504,178,325,183,525
"Idioma extranjero (033)",1,1,,,,,,,
"Es sordomudo/a (034)",23,20,2,1,,,,,
"Hombres (036)",7656,871,227,2929,2430,226,327,157,489
"Quechua (037)",5019,524,98,2164,1664,136,176,66,191
"Aymara (038)",14,1,,2,3,2,1,1,4
"Ashaninca (039)",3,,,1,2,,,,
"Otra lengua nativa (040)",3,1,,,1,1,,,
"Castellano (041)",2598,328,128,761,760,87,150,90,294
"Idioma extranjero (042)",1,1,,,,,,,
"Es sordomudo/a (043)",18,16,1,1,,,,,
"Mujeres (045)",7867,1632,250,2978,2097,176,262,132,340
"Quechua (046)",5224,1303,107,2148,1349,84,85,39,109
"Aymara (047)",17,2,,8,4,1,2,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",2620,323,142,821,744,91,175,93,231
"Es sordomudo/a (052)",5,4,1,,,,,,
,,,,,,,,,
"RURAL (054)",32436,7543,1157,14753,8034,348,306,126,169
"Quechua (055)",28320,6805,957,13195,6768,231,195,68,101
"Aymara (056)",36,10,2,14,10,,,,
"Ashaninca (057)",5,3,1,1,,,,,
"Otra lengua nativa (058)",2,,,2,,,,,
"Castellano (059)",3936,610,195,1524,1254,117,110,58,68
"Es sordomudo/a (061)",137,115,2,17,2,,1,,
"Hombres (063)",16152,2596,560,7793,4632,195,196,77,103
"Quechua (064)",14011,2249,454,6987,3941,136,136,40,68
"Aymara (065)",18,7,2,4,5,,,,
"Ashaninca (066)",3,1,1,1,,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",2048,282,101,789,685,59,60,37,35
"Es sordomudo/a (070)",71,57,2,11,1,,,,
"Mujeres (072)",16284,4947,597,6960,3402,153,110,49,66
"Quechua (073)",14309,4556,503,6208,2827,95,59,28,33
"Aymara (074)",18,3,,10,5,,,,
"Ashaninca (075)",2,2,,,,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",1888,328,94,735,569,58,50,21,33
"Es sordomudo/a (079)",66,58,,6,1,,1,,
