"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia TARATA",,,
"Viviendas particulares (001)",2717,1717,1000
"Ocupantes presentes (002)",7686,5275,2411
"Casa independiente",,,
"Viviendas particulares (004)",2605,1668,937
"Ocupantes presentes (005)",7395,5125,2270
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",59,46,13
"Ocupantes presentes (014)",177,132,45
"Choza o cabaña",,,
"Viviendas particulares (016)",46,,46
"Ocupantes presentes (017)",92,,92
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,2,1
"Ocupantes presentes (020)",11,10,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",3,1,2
"Ocupantes presentes (023)",10,8,2
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",1,,1
,,,
URBANA,,,
"Viviendas particulares (028)",2062,1541,521
"Ocupantes presentes (029)",5995,4805,1190
"Casa independiente",,,
"Viviendas particulares (031)",1997,1492,505
"Ocupantes presentes (032)",5797,4655,1142
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",59,46,13
"Ocupantes presentes (041)",177,132,45
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,2,1
"Ocupantes presentes (047)",11,10,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",9,8,1
"Otro tipo",,,
"Viviendas particulares (052)",1,,1
"Ocupantes presentes (053)",1,,1
,,,
RURAL,,,
"Viviendas particulares (055)",655,176,479
"Ocupantes presentes (056)",1691,470,1221
"Casa independiente",,,
"Viviendas particulares (058)",608,176,432
"Ocupantes presentes (059)",1598,470,1128
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",46,,46
"Ocupantes presentes (071)",92,,92
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",1,,1
"Otro tipo",,,
