"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAYACAJA (000)",71351,14916,2970,1262,52284
"Conviviente (001)",13298,1589,484,170,11063
"Separado(a) (002)",1537,169,58,21,1290
"Casado(a) (003)",26489,2520,1411,395,22180
"Viudo(a) (004)",4438,308,117,35,3979
"Divorciado(a) (005)",273,21,12,2,238
"Soltero(a) (006)",25316,10309,888,639,13534
"Hombres (008)",35101,6932,1575,869,25789
"Conviviente (009)",6517,508,240,109,5663
"Separado(a) (010)",377,32,17,11,318
"Casado(a) (011)",13137,938,807,272,11130
"Viudo(a) (012)",1120,66,40,13,1001
"Divorciado(a) (013)",100,3,6,,91
"Soltero(a) (014)",13850,5385,465,464,7586
"Mujeres (016)",36250,7984,1395,393,26495
"Conviviente (017)",6781,1081,244,61,5400
"Separado(a) (018)",1160,137,41,10,972
"Casado(a) (019)",13352,1582,604,123,11050
"Viudo(a) (020)",3318,242,77,22,2978
"Divorciado(a) (021)",173,18,6,2,147
"Soltero(a) (022)",11466,4924,423,175,5948
,,,,,
"URBANA (024)",18489,3006,2016,847,12663
"Conviviente (025)",3296,360,333,97,2512
"Separado(a) (026)",486,47,38,12,390
"Casado(a) (027)",6613,562,955,262,4844
"Viudo(a) (028)",991,86,71,22,813
"Divorciado(a) (029)",85,11,8,1,65
"Soltero(a) (030)",7018,1940,611,453,4039
"Hombres (032)",9122,1417,1054,639,6047
"Conviviente (033)",1607,133,169,71,1236
"Separado(a) (034)",124,11,12,8,94
"Casado(a) (035)",3294,227,531,188,2355
"Viudo(a) (036)",224,18,19,8,179
"Divorciado(a) (037)",30,3,4,,23
"Soltero(a) (038)",3843,1025,319,364,2160
"Mujeres (040)",9367,1589,962,208,6616
"Conviviente (041)",1689,227,164,26,1276
"Separado(a) (042)",362,36,26,4,296
"Casado(a) (043)",3319,335,424,74,2489
"Viudo(a) (044)",767,68,52,14,634
"Divorciado(a) (045)",55,8,4,1,42
"Soltero(a) (046)",3175,915,292,89,1879
,,,,,
"RURAL (048)",52862,11910,954,415,39621
"Conviviente (049)",10002,1229,151,73,8551
"Separado(a) (050)",1051,122,20,9,900
"Casado(a) (051)",19876,1958,456,133,17336
"Viudo(a) (052)",3447,222,46,13,3166
"Divorciado(a) (053)",188,10,4,1,173
"Soltero(a) (054)",18298,8369,277,186,9495
"Hombres (056)",25979,5515,521,230,19742
"Conviviente (057)",4910,375,71,38,4427
"Separado(a) (058)",253,21,5,3,224
"Casado(a) (059)",9843,711,276,84,8775
"Viudo(a) (060)",896,48,21,5,822
"Divorciado(a) (061)",70,,2,,68
"Soltero(a) (062)",10007,4360,146,100,5426
"Mujeres (064)",26883,6395,433,185,19879
"Conviviente (065)",5092,854,80,35,4124
"Separado(a) (066)",798,101,15,6,676
"Casado(a) (067)",10033,1247,180,49,8561
"Viudo(a) (068)",2551,174,25,8,2344
"Divorciado(a) (069)",118,10,2,1,105
"Soltero(a) (070)",8291,4009,131,86,4069
