"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia MAYNAS (000)",6920,5791,1129
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",1275,1236,39
"Casa pensión (003)",75,75,
"Hospital, clinica (004)",533,531,2
"Cárcel, centro de readaptación social (005)",962,960,2
"Asilo (006)",50,50,
"Aldea infantil, orfelinato, etc (007)",374,374,
"Otro (008)",2637,1858,779
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",1014,707,307
