"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CHUPACA",,,,,,,,,
"Hogares (001)",12882,607,229,141,120,67,43,36,11639
"Ocupantes presentes (002)",50902,2173,731,482,437,293,221,189,46376
"Casa independiente",,,,,,,,,
"Hogares (004)",12536,594,227,136,117,66,43,33,11320
"Ocupantes presentes (005)",49725,2126,725,464,425,288,221,177,45299
"Departamento en edificio",,,,,,,,,
"Hogares (007)",22,,,,,,,,22
"Ocupantes presentes (008)",81,,,,,,,,81
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",70,4,,2,2,,,1,61
"Ocupantes presentes (011)",315,10,,8,7,,,4,286
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",54,3,1,3,1,1,,1,44
"Ocupantes presentes (014)",240,22,2,10,5,5,,5,191
"Choza o cabaña",,,,,,,,,
"Hogares (016)",176,3,1,,,,,,172
"Ocupantes presentes (017)",465,7,4,,,,,,454
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",21,2,,,,,,1,18
"Ocupantes presentes (023)",70,7,,,,,,3,60
"Otro tipo",,,,,,,,,
"Hogares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",7680,418,168,113,91,52,31,28,6779
"Ocupantes presentes (029)",30381,1491,514,377,332,225,153,151,27138
"Casa independiente",,,,,,,,,
"Hogares (031)",7512,408,167,108,88,51,31,25,6634
"Ocupantes presentes (032)",29675,1451,512,359,320,220,153,139,26521
"Departamento en edificio",,,,,,,,,
"Hogares (034)",22,,,,,,,,22
"Ocupantes presentes (035)",81,,,,,,,,81
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",70,4,,2,2,,,1,61
"Ocupantes presentes (038)",315,10,,8,7,,,4,286
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",54,3,1,3,1,1,,1,44
"Ocupantes presentes (041)",240,22,2,10,5,5,,5,191
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",19,2,,,,,,1,16
"Ocupantes presentes (050)",64,7,,,,,,3,54
"Otro tipo",,,,,,,,,
"Hogares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5202,189,61,28,29,15,12,8,4860
"Ocupantes presentes (056)",20521,682,217,105,105,68,68,38,19238
"Casa independiente",,,,,,,,,
"Hogares (058)",5024,186,60,28,29,15,12,8,4686
"Ocupantes presentes (059)",20050,675,213,105,105,68,68,38,18778
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",176,3,1,,,,,,172
"Ocupantes presentes (071)",465,7,4,,,,,,454
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
