"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PARINACOCHAS (000)",7887,68,245,515,855,1402,2789,2013
"De 12 a 14 años (001)",7,,,,,,1,6
"De 15 a 19 años (002)",218,,,,,,136,82
"De 20 a 24 años (003)",778,,,,,1,498,279
"De 25 a 29 años (004)",815,,,,,29,581,205
"De 30 a 34 años (005)",861,,,,,109,592,160
"De 35 a 39 años (006)",836,,,,3,234,473,126
"De 40 a 44 años (007)",746,,,,32,268,305,141
"De 45 a 49 años (008)",601,,,,65,278,170,88
"De 50 y más años (009)",3025,68,245,515,755,483,33,926
"PEA (010)",2743,5,44,113,314,608,1022,637
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",53,,,,,,32,21
"De 20 a 24 años (013)",251,,,,,,156,95
"De 25 a 29 años (014)",311,,,,,13,211,87
"De 30 a 34 años (015)",346,,,,,40,234,72
"De 35 a 39 años (016)",354,,,,1,106,193,54
"De 40 a 44 años (017)",338,,,,25,138,121,54
"De 45 a 49 años (018)",268,,,,26,139,64,39
"De 50 y más años (019)",820,5,44,113,262,172,10,214
"Ocupada (020)",2685,5,44,113,309,603,985,626
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",49,,,,,,30,19
"De 20 a 24 años (023)",235,,,,,,143,92
"De 25 a 29 años (024)",301,,,,,13,202,86
"De 30 a 34 años (025)",338,,,,,40,229,69
"De 35 a 39 años (026)",346,,,,1,104,188,53
"De 40 a 44 años (027)",335,,,,25,137,119,54
"De 45 a 49 años (028)",266,,,,26,138,63,39
"De 50 y más años (029)",813,5,44,113,257,171,10,213
"Desocupada (030)",58,,,,5,5,37,11
"De 15 a 19 años (032)",4,,,,,,2,2
"De 20 a 24 años (033)",16,,,,,,13,3
"De 25 a 29 años (034)",10,,,,,,9,1
"De 30 a 34 años (035)",8,,,,,,5,3
"De 35 a 39 años (036)",8,,,,,2,5,1
"De 40 a 44 años (037)",3,,,,,1,2,
"De 45 a 49 años (038)",2,,,,,1,1,
"De 50 y más años (039)",7,,,,5,1,,1
"No PEA (040)",5144,63,201,402,541,794,1767,1376
"De 12 a 14 años (041)",5,,,,,,,5
"De 15 a 19 años (042)",165,,,,,,104,61
"De 20 a 24 años (043)",527,,,,,1,342,184
"De 25 a 29 años (044)",504,,,,,16,370,118
"De 30 a 34 años (045)",515,,,,,69,358,88
"De 35 a 39 años (046)",482,,,,2,128,280,72
"De 40 a 44 años (047)",408,,,,7,130,184,87
"De 45 a 49 años (048)",333,,,,39,139,106,49
"De 50 y más años (049)",2205,63,201,402,493,311,23,712
