"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TRUJILLO (000)",228477,2573,7524,17080,27550,44247,66112,63391
"De 12 a 14 años (001)",253,,,,,,24,229
"De 15 a 19 años (002)",4455,,,,,,2489,1966
"De 20 a 24 años (003)",21813,,,,,70,10964,10779
"De 25 a 29 años (004)",28330,,,,,1514,15758,11058
"De 30 a 34 años (005)",28486,,,,10,4618,15696,8162
"De 35 a 39 años (006)",26652,,,,346,8227,11998,6081
"De 40 a 44 años (007)",24598,,,6,1801,10941,6706,5144
"De 45 a 49 años (008)",21372,,,149,4540,10257,2168,4258
"De 50 y más años (009)",72518,2573,7524,16925,20853,8620,309,15714
"PEA (010)",90430,75,706,3452,10188,21915,25704,28390
"De 12 a 14 años (011)",21,,,,,,1,20
"De 15 a 19 años (012)",989,,,,,,530,459
"De 20 a 24 años (013)",7906,,,,,40,3265,4601
"De 25 a 29 años (014)",12633,,,,,786,5858,5989
"De 30 a 34 años (015)",13554,,,,6,2441,6453,4654
"De 35 a 39 años (016)",13210,,,,187,4241,5347,3435
"De 40 a 44 años (017)",12675,,,3,955,5720,3162,2835
"De 45 a 49 años (018)",10552,,,76,2129,5132,959,2256
"De 50 y más años (019)",18890,75,706,3373,6911,3555,129,4141
"Ocupada (020)",87729,74,692,3413,10043,21447,24853,27207
"De 12 a 14 años (021)",20,,,,,,1,19
"De 15 a 19 años (022)",915,,,,,,492,423
"De 20 a 24 años (023)",7406,,,,,37,3082,4287
"De 25 a 29 años (024)",12029,,,,,757,5615,5657
"De 30 a 34 años (025)",13086,,,,6,2363,6249,4468
"De 35 a 39 años (026)",12882,,,,184,4144,5232,3322
"De 40 a 44 años (027)",12390,,,3,932,5594,3107,2754
"De 45 a 49 años (028)",10356,,,73,2089,5045,947,2202
"De 50 y más años (029)",18645,74,692,3337,6832,3507,128,4075
"Desocupada (030)",2701,1,14,39,145,468,851,1183
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",74,,,,,,38,36
"De 20 a 24 años (033)",500,,,,,3,183,314
"De 25 a 29 años (034)",604,,,,,29,243,332
"De 30 a 34 años (035)",468,,,,,78,204,186
"De 35 a 39 años (036)",328,,,,3,97,115,113
"De 40 a 44 años (037)",285,,,,23,126,55,81
"De 45 a 49 años (038)",196,,,3,40,87,12,54
"De 50 y más años (039)",245,1,14,36,79,48,1,66
"No PEA (040)",138047,2498,6818,13628,17362,22332,40408,35001
"De 12 a 14 años (041)",232,,,,,,23,209
"De 15 a 19 años (042)",3466,,,,,,1959,1507
"De 20 a 24 años (043)",13907,,,,,30,7699,6178
