"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SANDIA (000)",62147,1160,20071,16632,12479,8422,3383
"Hombres (001)",33265,585,10265,8865,6821,4808,1921
"Mujeres (002)",28882,575,9806,7767,5658,3614,1462
"Viviendas particulares (003)",61326,1156,20024,16351,12155,8287,3353
"Hombres (004)",32668,584,10241,8667,6575,4705,1896
"Mujeres (005)",28658,572,9783,7684,5580,3582,1457
"Viviendas colectivas (006)",315,,14,95,148,53,5
"Hombres (007)",239,,5,70,120,41,3
"Mujeres (008)",76,,9,25,28,12,2
"Otro tipo (009)",506,4,33,186,176,82,25
"Hombres (010)",358,1,19,128,126,62,22
"Mujeres (011)",148,3,14,58,50,20,3
,,,,,,,
"URBANA (012)",16543,295,5476,4439,3424,2084,825
"Hombres (013)",8258,162,2706,2186,1675,1103,426
"Mujeres (014)",8285,133,2770,2253,1749,981,399
"Viviendas particulares (015)",15848,291,5429,4197,3164,1970,797
"Hombres (016)",7786,161,2682,2026,1493,1021,403
"Mujeres (017)",8062,130,2747,2171,1671,949,394
"Viviendas colectivas (018)",189,,14,56,84,32,3
"Hombres (019)",114,,5,32,56,20,1
"Mujeres (020)",75,,9,24,28,12,2
"Otro tipo (021)",506,4,33,186,176,82,25
"Hombres (022)",358,1,19,128,126,62,22
"Mujeres (023)",148,3,14,58,50,20,3
,,,,,,,
"RURAL (024)",45604,865,14595,12193,9055,6338,2558
"Hombres (025)",25007,423,7559,6679,5146,3705,1495
"Mujeres (026)",20597,442,7036,5514,3909,2633,1063
"Viviendas particulares (027)",45478,865,14595,12154,8991,6317,2556
"Hombres (028)",24882,423,7559,6641,5082,3684,1493
"Mujeres (029)",20596,442,7036,5513,3909,2633,1063
"Viviendas colectivas (030)",126,,,39,64,21,2
"Hombres (031)",125,,,38,64,21,2
"Mujeres (032)",1,,,1,,,
