"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAN CHIMU (000)",10214,812,47,5140,2691,260,548,129,587
"Empleado (001)",1189,13,,90,247,76,278,53,432
"Obrero (002)",2691,178,19,1305,954,67,85,27,56
"Trabajador independiente (003)",4750,471,20,2863,1034,94,152,37,79
"Empleador o patrono (004)",117,5,,45,37,6,9,7,8
"Trabajador familiar no remunerado (005)",1258,103,7,738,360,15,22,4,9
"Trabajador del hogar (006)",209,42,1,99,59,2,2,1,3
"Hombres (008)",8757,662,45,4636,2376,192,364,101,381
"Empleado (009)",736,3,,50,188,49,145,37,264
"Obrero (010)",2573,157,19,1244,927,64,82,26,54
"Trabajador independiente (011)",4235,413,20,2638,908,62,115,29,50
"Empleador o patrono (012)",100,5,,39,30,5,7,6,8
"Trabajador familiar no remunerado (013)",1101,83,6,658,319,12,15,3,5
"Trabajador del hogar (014)",12,1,,7,4,,,,
"Mujeres (016)",1457,150,2,504,315,68,184,28,206
"Empleado (017)",453,10,,40,59,27,133,16,168
"Obrero (018)",118,21,,61,27,3,3,1,2
"Trabajador independiente (019)",515,58,,225,126,32,37,8,29
"Empleador o patrono (020)",17,,,6,7,1,2,1,
"Trabajador familiar no remunerado (021)",157,20,1,80,41,3,7,1,4
"Trabajador del hogar (022)",197,41,1,92,55,2,2,1,3
,,,,,,,,,
"URBANA (024)",2343,64,5,779,737,133,296,61,268
"Empleado (025)",558,4,,60,103,30,167,24,170
"Obrero (026)",595,11,3,259,243,28,23,8,20
"Trabajador independiente (027)",885,29,2,342,272,64,89,21,66
"Empleador o patrono (028)",56,2,,12,19,5,7,6,5
"Trabajador familiar no remunerado (029)",172,9,,73,70,5,9,1,5
"Trabajador del hogar (030)",77,9,,33,30,1,1,1,2
"Hombres (032)",1635,22,5,584,571,90,164,41,158
"Empleado (033)",294,,,28,69,15,78,13,91
"Obrero (034)",561,9,3,240,236,26,21,7,19
"Trabajador independiente (035)",628,10,2,254,207,41,56,16,42
"Empleador o patrono (036)",42,2,,8,12,4,6,5,5
"Trabajador familiar no remunerado (037)",105,1,,50,46,4,3,,1
"Trabajador del hogar (038)",5,,,4,1,,,,
"Mujeres (040)",708,42,,195,166,43,132,20,110
"Empleado (041)",264,4,,32,34,15,89,11,79
"Obrero (042)",34,2,,19,7,2,2,1,1
"Trabajador independiente (043)",257,19,,88,65,23,33,5,24
"Empleador o patrono (044)",14,,,4,7,1,1,1,
"Trabajador familiar no remunerado (045)",67,8,,23,24,1,6,1,4
"Trabajador del hogar (046)",72,9,,29,29,1,1,1,2
,,,,,,,,,
"RURAL (048)",7871,748,42,4361,1954,127,252,68,319
"Empleado (049)",631,9,,30,144,46,111,29,262
"Obrero (050)",2096,167,16,1046,711,39,62,19,36
"Trabajador independiente (051)",3865,442,18,2521,762,30,63,16,13
"Empleador o patrono (052)",61,3,,33,18,1,2,1,3
"Trabajador familiar no remunerado (053)",1086,94,7,665,290,10,13,3,4
"Trabajador del hogar (054)",132,33,1,66,29,1,1,,1
"Hombres (056)",7122,640,40,4052,1805,102,200,60,223
"Empleado (057)",442,3,,22,119,34,67,24,173
"Obrero (058)",2012,148,16,1004,691,38,61,19,35
"Trabajador independiente (059)",3607,403,18,2384,701,21,59,13,8
"Empleador o patrono (060)",58,3,,31,18,1,1,1,3
"Trabajador familiar no remunerado (061)",996,82,6,608,273,8,12,3,4
"Trabajador del hogar (062)",7,1,,3,3,,,,
"Mujeres (064)",749,108,2,309,149,25,52,8,96
"Empleado (065)",189,6,,8,25,12,44,5,89
"Obrero (066)",84,19,,42,20,1,1,,1
"Trabajador independiente (067)",258,39,,137,61,9,4,3,5
"Empleador o patrono (068)",3,,,2,,,1,,
"Trabajador familiar no remunerado (069)",90,12,1,57,17,2,1,,
"Trabajador del hogar (070)",125,32,1,63,26,1,1,,1
