"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia BARRANCA (000)",133904,2318,35574,36085,27255,22214,10458
"Hombres (001)",67138,1187,17919,18175,13374,11042,5441
"Mujeres (002)",66766,1131,17655,17910,13881,11172,5017
"Viviendas particulares (003)",132914,2305,35511,35677,26973,22018,10430
"Hombres (004)",66415,1183,17881,17898,13149,10880,5424
"Mujeres (005)",66499,1122,17630,17779,13824,11138,5006
"Viviendas colectivas (006)",763,11,55,347,209,123,18
"Hombres (007)",551,4,32,238,167,99,11
"Mujeres (008)",212,7,23,109,42,24,7
"Otro tipo (009)",227,2,8,61,73,73,10
"Hombres (010)",172,,6,39,58,63,6
"Mujeres (011)",55,2,2,22,15,10,4
,,,,,,,
"URBANA (012)",114260,1924,30075,30566,23450,19208,9037
"Hombres (013)",56823,974,15106,15249,11353,9466,4675
"Mujeres (014)",57437,950,14969,15317,12097,9742,4362
"Viviendas particulares (015)",113295,1911,30012,30168,23176,19018,9010
"Hombres (016)",56125,970,15068,14982,11136,9310,4659
"Mujeres (017)",57170,941,14944,15186,12040,9708,4351
"Viviendas colectivas (018)",738,11,55,337,201,117,17
"Hombres (019)",526,4,32,228,159,93,10
"Mujeres (020)",212,7,23,109,42,24,7
"Otro tipo (021)",227,2,8,61,73,73,10
"Hombres (022)",172,,6,39,58,63,6
"Mujeres (023)",55,2,2,22,15,10,4
,,,,,,,
"RURAL (024)",19644,394,5499,5519,3805,3006,1421
"Hombres (025)",10315,213,2813,2926,2021,1576,766
"Mujeres (026)",9329,181,2686,2593,1784,1430,655
"Viviendas particulares (027)",19619,394,5499,5509,3797,3000,1420
"Hombres (028)",10290,213,2813,2916,2013,1570,765
"Mujeres (029)",9329,181,2686,2593,1784,1430,655
"Viviendas colectivas (030)",25,,,10,8,6,1
"Hombres (031)",25,,,10,8,6,1
