"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANDARAVE (000)",4063,3150,256,301,356
"Empleado (001)",400,109,49,101,141
"Obrero (002)",990,445,134,196,215
"Trabajador independiente (003)",1841,1788,53,,
"Empleador o patrono (004)",35,33,,2,
"Trabajador familiar no remunerado (005)",783,761,20,2,
"Trabajador del hogar (006)",14,14,,,
"De 06 a 14 años (008)",38,37,1,,
"Obrero (010)",3,3,,,
"Trabajador independiente (011)",2,2,,,
"Trabajador familiar no remunerado (013)",32,31,1,,
"Trabajador del hogar (014)",1,1,,,
"De 15 a 29 años (016)",1141,812,99,110,120
"Empleado (017)",114,44,6,23,41
"Obrero (018)",389,159,66,85,79
"Trabajador independiente (019)",386,368,18,,
"Empleador o patrono (020)",2,2,,,
"Trabajador familiar no remunerado (021)",240,229,9,2,
"Trabajador del hogar (022)",10,10,,,
"De 30 a 44 años (024)",1327,941,102,128,156
"Empleado (025)",220,48,37,63,72
"Obrero (026)",337,147,41,65,84
"Trabajador independiente (027)",552,533,19,,
"Empleador o patrono (028)",10,10,,,
"Trabajador familiar no remunerado (029)",206,201,5,,
"Trabajador del hogar (030)",2,2,,,
"De 45 a 64 años (032)",1125,950,49,57,69
"Empleado (033)",58,15,5,15,23
"Obrero (034)",217,106,25,40,46
"Trabajador independiente (035)",613,598,15,,
"Empleador o patrono (036)",15,13,,2,
"Trabajador familiar no remunerado (037)",222,218,4,,
"De 65 y más años (040)",432,410,5,6,11
"Empleado (041)",8,2,1,,5
"Obrero (042)",44,30,2,6,6
"Trabajador independiente (043)",288,287,1,,
"Empleador o patrono (044)",8,8,,,
"Trabajador familiar no remunerado (045)",83,82,1,,
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",2639,2000,173,225,241
"Empleado (049)",324,83,43,85,113
"Obrero (050)",626,285,77,136,128
"Trabajador independiente (051)",1147,1109,38,,
"Empleador o patrono (052)",31,29,,2,
"Trabajador familiar no remunerado (053)",501,484,15,2,
"Trabajador del hogar (054)",10,10,,,
"De 06 a 14 años (056)",22,22,,,
"Obrero (058)",2,2,,,
"Trabajador independiente (059)",1,1,,,
"Trabajador familiar no remunerado (061)",18,18,,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",712,488,66,77,81
"Empleado (065)",94,36,6,20,32
"Obrero (066)",236,93,39,55,49
"Trabajador independiente (067)",231,217,14,,
"Empleador o patrono (068)",1,1,,,
"Trabajador familiar no remunerado (069)",143,134,7,2,
"Trabajador del hogar (070)",7,7,,,
"De 30 a 44 años (072)",896,622,70,101,103
"Empleado (073)",174,33,32,52,57
"Obrero (074)",216,100,21,49,46
"Trabajador independiente (075)",366,353,13,,
"Empleador o patrono (076)",10,10,,,
"Trabajador familiar no remunerado (077)",128,124,4,,
"Trabajador del hogar (078)",2,2,,,
"De 45 a 64 años (080)",743,613,34,44,52
"Empleado (081)",52,13,4,13,22
"Obrero (082)",145,70,16,29,30
"Trabajador independiente (083)",375,364,11,,
"Empleador o patrono (084)",13,11,,2,
"Trabajador familiar no remunerado (085)",158,155,3,,
"De 65 y más años (088)",266,255,3,3,5
"Empleado (089)",4,1,1,,2
"Obrero (090)",27,20,1,3,3
"Trabajador independiente (091)",174,174,,,
"Empleador o patrono (092)",7,7,,,
"Trabajador familiar no remunerado (093)",54,53,1,,
,,,,,
"RURAL (096)",1424,1150,83,76,115
"Empleado (097)",76,26,6,16,28
"Obrero (098)",364,160,57,60,87
"Trabajador independiente (099)",694,679,15,,
"Empleador o patrono (100)",4,4,,,
"Trabajador familiar no remunerado (101)",282,277,5,,
"Trabajador del hogar (102)",4,4,,,
"De 06 a 14 años (104)",16,15,1,,
"Obrero (106)",1,1,,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",14,13,1,,
"De 15 a 29 años (112)",429,324,33,33,39
"Empleado (113)",20,8,,3,9
"Obrero (114)",153,66,27,30,30
"Trabajador independiente (115)",155,151,4,,
"Empleador o patrono (116)",1,1,,,
"Trabajador familiar no remunerado (117)",97,95,2,,
"Trabajador del hogar (118)",3,3,,,
"De 30 a 44 años (120)",431,319,32,27,53
"Empleado (121)",46,15,5,11,15
"Obrero (122)",121,47,20,16,38
"Trabajador independiente (123)",186,180,6,,
"Trabajador familiar no remunerado (125)",78,77,1,,
"De 45 a 64 años (128)",382,337,15,13,17
"Empleado (129)",6,2,1,2,1
"Obrero (130)",72,36,9,11,16
"Trabajador independiente (131)",238,234,4,,
"Empleador o patrono (132)",2,2,,,
"Trabajador familiar no remunerado (133)",64,63,1,,
"De 65 y más años (136)",166,155,2,3,6
"Empleado (137)",4,1,,,3
"Obrero (138)",17,10,1,3,3
"Trabajador independiente (139)",114,113,1,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",29,29,,,
"Trabajador del hogar (142)",1,1,,,
