"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL CACERES (000)",20469,16916,1633,918,1002
"Sin nivel (001)",812,750,49,11,2
"Educación inicial (002)",23,20,3,,
"Primaria (003)",9307,8509,625,120,53
"Secundaria (004)",7064,6018,576,204,266
"Superior no univ. incompleta (005)",747,492,59,63,133
"Superior no univ. completa (006)",1267,563,166,281,257
"Superior univ. incompleta (007)",407,236,50,51,70
"Superior univ. completa (008)",842,328,105,188,221
"De 06 a 14 años (010)",717,643,63,10,1
"Sin nivel (011)",36,35,,1,
"Educación inicial (012)",10,9,1,,
"Primaria (013)",487,441,39,7,
"Secundaria (014)",184,158,23,2,1
"De 15 a 29 años (020)",6917,5758,630,260,269
"Sin nivel (021)",121,107,11,2,1
"Educación inicial (022)",9,8,1,,
"Primaria (023)",2614,2362,193,45,14
"Secundaria (024)",3162,2717,280,78,87
"Superior no univ. incompleta (025)",342,245,25,23,49
"Superior no univ. completa (026)",345,161,70,56,58
"Superior univ. incompleta (027)",147,86,24,14,23
"Superior univ. completa (028)",177,72,26,42,37
"De 30 a 44 años (030)",7243,5728,581,453,481
"Sin nivel (031)",236,218,16,1,1
"Educación inicial (032)",4,3,1,,
"Primaria (033)",3064,2779,224,37,24
"Secundaria (034)",2386,2037,169,79,101
"Superior no univ. incompleta (035)",278,154,29,28,67
"Superior no univ. completa (036)",668,288,75,171,134
"Superior univ. incompleta (037)",171,94,17,29,31
"Superior univ. completa (038)",436,155,50,108,123
"De 45 a 64 años (040)",4647,3897,320,190,240
"Sin nivel (041)",288,265,17,6,
"Primaria (043)",2456,2271,143,29,13
"Secundaria (044)",1238,1022,99,44,73
"Superior no univ. incompleta (045)",121,88,5,11,17
"Superior no univ. completa (046)",239,102,20,54,63
"Superior univ. incompleta (047)",86,53,9,8,16
"Superior univ. completa (048)",219,96,27,38,58
"De 65 y más años (050)",945,890,39,5,11
"Sin nivel (051)",131,125,5,1,
"Primaria (053)",686,656,26,2,2
"Secundaria (054)",94,84,5,1,4
"Superior no univ. incompleta (055)",6,5,,1,
"Superior no univ. completa (056)",15,12,1,,2
"Superior univ. incompleta (057)",3,3,,,
"Superior univ. completa (058)",10,5,2,,3
,,,,,
