"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANGARAES (000)",1151,237,914
"Sin nivel (001)",136,6,130
"Educación inicial (002)",5,2,3
"Primaria (003)",496,78,418
"Secundaria (004)",417,120,297
"Superior no univ. incompleta (005)",22,7,15
"Superior no univ. completa (006)",24,7,17
"Superior univ. incompleta (007)",12,5,7
"Superior univ. completa (008)",39,12,27
"Hombres (010)",940,180,760
"Sin nivel (011)",112,5,107
"Educación inicial (012)",4,2,2
"Primaria (013)",418,57,361
"Secundaria (014)",340,94,246
"Superior no univ. incompleta (015)",17,5,12
"Superior no univ. completa (016)",12,6,6
"Superior univ. incompleta (017)",9,4,5
"Superior univ. completa (018)",28,7,21
"Mujeres (020)",211,57,154
"Sin nivel (021)",24,1,23
"Educación inicial (022)",1,,1
"Primaria (023)",78,21,57
"Secundaria (024)",77,26,51
"Superior no univ. incompleta (025)",5,2,3
"Superior no univ. completa (026)",12,1,11
"Superior univ. incompleta (027)",3,1,2
"Superior univ. completa (028)",11,5,6
,,,
"AREA URBANA (030)",291,71,220
"Sin nivel (031)",19,1,18
"Educación inicial (032)",2,,2
"Primaria (033)",77,11,66
"Secundaria (034)",123,37,86
"Superior no univ. incompleta (035)",17,5,12
"Superior no univ. completa (036)",17,5,12
"Superior univ. incompleta (037)",8,4,4
"Superior univ. completa (038)",28,8,20
"Hombres (040)",169,48,121
"Sin nivel (041)",3,1,2
"Educación inicial (042)",1,,1
"Primaria (043)",38,6,32
"Secundaria (044)",79,26,53
"Superior no univ. incompleta (045)",12,3,9
"Superior no univ. completa (046)",9,4,5
"Superior univ. incompleta (047)",7,3,4
"Superior univ. completa (048)",20,5,15
"Mujeres (050)",122,23,99
"Sin nivel (051)",16,,16
"Educación inicial (052)",1,,1
"Primaria (053)",39,5,34
"Secundaria (054)",44,11,33
"Superior no univ. incompleta (055)",5,2,3
"Superior no univ. completa (056)",8,1,7
"Superior univ. incompleta (057)",1,1,
"Superior univ. completa (058)",8,3,5
,,,
"AREA RURAL (060)",860,166,694
"Sin nivel (061)",117,5,112
"Educación inicial (062)",3,2,1
"Primaria (063)",419,67,352
"Secundaria (064)",294,83,211
"Superior no univ. incompleta (065)",5,2,3
"Superior no univ. completa (066)",7,2,5
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",11,4,7
"Hombres (070)",771,132,639
"Sin nivel (071)",109,4,105
"Educación inicial (072)",3,2,1
"Primaria (073)",380,51,329
"Secundaria (074)",261,68,193
"Superior no univ. incompleta (075)",5,2,3
"Superior no univ. completa (076)",3,2,1
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",8,2,6
"Mujeres (080)",89,34,55
"Sin nivel (081)",8,1,7
"Primaria (083)",39,16,23
"Secundaria (084)",33,15,18
"Superior no univ. completa (086)",4,,4
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",3,2,1
