"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHUMBIVILCAS (000)",39023,37674,1349
"Hombres (001)",19292,18754,538
"Mujeres (002)",19731,18920,811
"De 18 a 29 años (003)",10480,10113,367
"Hombres (004)",5119,4907,212
"Mujeres (005)",5361,5206,155
"De 30 a 44 años (006)",12455,12338,117
"Hombres (007)",6228,6175,53
"Mujeres (008)",6227,6163,64
"De 45 a 64 años (009)",10773,10500,273
"Hombres (010)",5435,5346,89
"Mujeres (011)",5338,5154,184
"De 65 y más años (012)",5315,4723,592
"Hombres (013)",2510,2326,184
"Mujeres (014)",2805,2397,408
,,,
"URBANA (015)",9359,9128,231
"Hombres (016)",4605,4520,85
"Mujeres (017)",4754,4608,146
"De 18 a 29 años (018)",2971,2883,88
"Hombres (019)",1421,1373,48
"Mujeres (020)",1550,1510,40
"De 30 a 44 años (021)",3324,3302,22
"Hombres (022)",1680,1670,10
"Mujeres (023)",1644,1632,12
"De 45 a 64 años (024)",2166,2140,26
"Hombres (025)",1121,1114,7
"Mujeres (026)",1045,1026,19
"De 65 y más años (027)",898,803,95
"Hombres (028)",383,363,20
"Mujeres (029)",515,440,75
,,,
"RURAL (030)",29664,28546,1118
"Hombres (031)",14687,14234,453
"Mujeres (032)",14977,14312,665
"De 18 a 29 años (033)",7509,7230,279
"Hombres (034)",3698,3534,164
"Mujeres (035)",3811,3696,115
"De 30 a 44 años (036)",9131,9036,95
"Hombres (037)",4548,4505,43
"Mujeres (038)",4583,4531,52
"De 45 a 64 años (039)",8607,8360,247
"Hombres (040)",4314,4232,82
"Mujeres (041)",4293,4128,165
"De 65 y más años (042)",4417,3920,497
"Hombres (043)",2127,1963,164
"Mujeres (044)",2290,1957,333
