"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,,,
"Viviendas particulares (001)",22953,7413,6457,4109,2310,1238,651,363,412
"Ocupantes presentes (002)",71151,18036,19755,13901,8868,4657,2568,1501,1865
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",20022,5429,5865,3904,2233,1195,641,355,400
"Ocupantes presentes (005)",63701,13595,18012,13209,8586,4495,2535,1464,1805
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",219,47,31,65,32,21,6,7,10
"Ocupantes presentes (008)",684,98,100,232,104,64,16,34,36
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",63,30,10,8,6,2,4,1,2
"Ocupantes presentes (011)",219,72,31,27,29,16,17,3,24
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",66,33,18,5,5,5,,,
"Ocupantes presentes (014)",207,75,54,18,23,37,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",932,601,212,83,22,14,,,
"Ocupantes presentes (017)",2311,1343,600,239,85,44,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1609,1237,318,41,12,1,,,
"Ocupantes presentes (020)",3951,2783,953,173,41,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",26,20,3,3,,,,,
"Ocupantes presentes (023)",58,50,5,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",16,16,,,,,,,
"Ocupantes presentes (026)",20,20,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",19547,5741,5423,3661,2167,1172,622,354,407
"Ocupantes presentes (029)",61771,14185,16661,12382,8360,4439,2449,1462,1833
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",17559,4369,5043,3539,2112,1143,612,346,395
"Ocupantes presentes (032)",56647,11102,15518,11929,8163,4321,2416,1425,1773
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",219,47,31,65,32,21,6,7,10
"Ocupantes presentes (035)",684,98,100,232,104,64,16,34,36
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",63,30,10,8,6,2,4,1,2
"Ocupantes presentes (038)",219,72,31,27,29,16,17,3,24
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",66,33,18,5,5,5,,,
"Ocupantes presentes (041)",207,75,54,18,23,37,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1609,1237,318,41,12,1,,,
"Ocupantes presentes (047)",3951,2783,953,173,41,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",26,20,3,3,,,,,
"Ocupantes presentes (050)",58,50,5,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,5,,,,,,,
"Ocupantes presentes (053)",5,5,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3406,1672,1034,448,143,66,29,9,5
"Ocupantes presentes (056)",9380,3851,3094,1519,508,218,119,39,32
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2463,1060,822,365,121,52,29,9,5
"Ocupantes presentes (059)",7054,2493,2494,1280,423,174,119,39,32
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",932,601,212,83,22,14,,,
"Ocupantes presentes (071)",2311,1343,600,239,85,44,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",11,11,,,,,,,
"Ocupantes presentes (080)",15,15,,,,,,,
