"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LAMBAYEQUE (000)",140575,67149,2613,983,63800,1935,23,482,185,3405
"Hombres (001)",47247,34688,1798,613,6777,1083,13,277,177,1821
"Mujeres (002)",93328,32461,815,370,57023,852,10,205,8,1584
"De 06 a 14 años (003)",53088,49552,,,2038,581,,74,,843
"Hombres (004)",26763,25535,,,514,304,,43,,367
"Mujeres (005)",26325,24017,,,1524,277,,31,,476
"De 15 a 29 años (006)",39412,17192,53,172,20657,,11,135,185,1007
"Hombres (007)",12119,9043,16,89,2182,,7,77,177,528
"Mujeres (008)",27293,8149,37,83,18475,,4,58,8,479
"De 30 a 44 años (009)",19517,290,97,169,18439,,3,89,,430
"Hombres (010)",1771,88,32,84,1282,,1,53,,231
"Mujeres (011)",17746,202,65,85,17157,,2,36,,199
"De 45 a 64 años (012)",16655,100,647,273,15047,30,7,70,,481
"Hombres (013)",2273,19,399,168,1328,18,4,42,,295
"Mujeres (014)",14382,81,248,105,13719,12,3,28,,186
"De 65 y más años (015)",11903,15,1816,369,7619,1324,2,114,,644
"Hombres (016)",4321,3,1351,272,1471,761,1,62,,400
"Mujeres (017)",7582,12,465,97,6148,563,1,52,,244
,,,,,,,,,,
"AREA URBANA (018)",66995,32868,1935,624,28574,884,20,184,165,1741
"Hombres (019)",23987,16397,1281,331,4286,460,11,108,158,955
"Mujeres (020)",43008,16471,654,293,24288,424,9,76,7,786
"De 06 a 14 años (021)",23402,22171,,,754,201,,27,,249
"Hombres (022)",11790,11246,,,299,101,,20,,124
"Mujeres (023)",11612,10925,,,455,100,,7,,125
"De 15 a 29 años (024)",19953,10417,32,118,8541,,9,47,165,624
"Hombres (025)",7010,5064,14,50,1360,,6,28,158,330
"Mujeres (026)",12943,5353,18,68,7181,,3,19,7,294
"De 30 a 44 años (027)",9069,205,65,116,8348,,3,36,,296
"Hombres (028)",1143,66,25,46,830,,1,19,,156
"Mujeres (029)",7926,139,40,70,7518,,2,17,,140
"De 45 a 64 años (030)",8258,66,562,189,7095,15,6,28,,297
"Hombres (031)",1556,18,344,104,875,8,3,19,,185
"Mujeres (032)",6702,48,218,85,6220,7,3,9,,112
"De 65 y más años (033)",6313,9,1276,201,3836,668,2,46,,275
"Hombres (034)",2488,3,898,131,922,351,1,22,,160
"Mujeres (035)",3825,6,378,70,2914,317,1,24,,115
,,,,,,,,,,
"AREA RURAL (036)",73580,34281,678,359,35226,1051,3,298,20,1664
"Hombres (037)",23260,18291,517,282,2491,623,2,169,19,866
"Mujeres (038)",50320,15990,161,77,32735,428,1,129,1,798
"De 06 a 14 años (039)",29686,27381,,,1284,380,,47,,594
"Hombres (040)",14973,14289,,,215,203,,23,,243
"Mujeres (041)",14713,13092,,,1069,177,,24,,351
"De 15 a 29 años (042)",19459,6775,21,54,12116,,2,88,20,383
"Hombres (043)",5109,3979,2,39,822,,1,49,19,198
"Mujeres (044)",14350,2796,19,15,11294,,1,39,1,185
"De 30 a 44 años (045)",10448,85,32,53,10091,,,53,,134
"Hombres (046)",628,22,7,38,452,,,34,,75
"Mujeres (047)",9820,63,25,15,9639,,,19,,59
"De 45 a 64 años (048)",8397,34,85,84,7952,15,1,42,,184
"Hombres (049)",717,1,55,64,453,10,1,23,,110
"Mujeres (050)",7680,33,30,20,7499,5,,19,,74
"De 65 y más años (051)",5590,6,540,168,3783,656,,68,,369
"Hombres (052)",1833,,453,141,549,410,,40,,240
"Mujeres (053)",3757,6,87,27,3234,246,,28,,129
