"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CANGALLO (000)",9608,60,213,570,990,1703,3348,2724
"De 12 a 14 años (001)",11,,,,,,,11
"De 15 a 19 años (002)",274,,,,,,163,111
"De 20 a 24 años (003)",917,,,,,3,568,346
"De 25 a 29 años (004)",1061,,,,,45,732,284
"De 30 a 34 años (005)",1055,,,,,126,692,237
"De 35 a 39 años (006)",965,,,,3,248,543,171
"De 40 a 44 años (007)",893,,,,22,330,372,169
"De 45 a 49 años (008)",757,,,2,68,349,218,120
"De 50 y más años (009)",3675,60,213,568,897,602,60,1275
"PEA (010)",2865,1,18,100,279,598,1097,772
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",70,,,,,,40,30
"De 20 a 24 años (013)",290,,,,,,172,118
"De 25 a 29 años (014)",360,,,,,16,225,119
"De 30 a 34 años (015)",367,,,,,56,231,80
"De 35 a 39 años (016)",370,,,,2,100,198,70
"De 40 a 44 años (017)",342,,,,7,128,148,59
"De 45 a 49 años (018)",265,,,1,28,134,68,34
"De 50 y más años (019)",799,1,18,99,242,164,15,260
"Ocupada (020)",2834,1,18,100,279,594,1076,766
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",68,,,,,,38,30
"De 20 a 24 años (023)",288,,,,,,171,117
"De 25 a 29 años (024)",348,,,,,16,215,117
"De 30 a 34 años (025)",363,,,,,56,228,79
"De 35 a 39 años (026)",367,,,,2,99,196,70
"De 40 a 44 años (027)",338,,,,7,127,146,58
"De 45 a 49 años (028)",263,,,1,28,133,67,34
"De 50 y más años (029)",797,1,18,99,242,163,15,259
"Desocupada (030)",31,,,,,4,21,6
"De 15 a 19 años (032)",2,,,,,,2,
"De 20 a 24 años (033)",2,,,,,,1,1
"De 25 a 29 años (034)",12,,,,,,10,2
"De 30 a 34 años (035)",4,,,,,,3,1
"De 35 a 39 años (036)",3,,,,,1,2,
"De 40 a 44 años (037)",4,,,,,1,2,1
"De 45 a 49 años (038)",2,,,,,1,1,
"De 50 y más años (039)",2,,,,,1,,1
"No PEA (040)",6743,59,195,470,711,1105,2251,1952
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",204,,,,,,123,81
"De 20 a 24 años (043)",627,,,,,3,396,228
"De 25 a 29 años (044)",701,,,,,29,507,165
"De 30 a 34 años (045)",688,,,,,70,461,157
"De 35 a 39 años (046)",595,,,,1,148,345,101
"De 40 a 44 años (047)",551,,,,15,202,224,110
"De 45 a 49 años (048)",492,,,1,40,215,150,86
"De 50 y más años (049)",2876,59,195,469,655,438,45,1015
