"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CORONEL PORTILLO (000)",120266,294309,270666,,7117,92,2.4
"De 12 a 14 años (001)",12720,171,165,,41,96.5,24
"De 15 a 19 años (002)",18962,4679,4532,1186,96.9,25.3,
"De 20 a 24 años (003)",15801,15333,14931,1888,97.4,12.3,
"De 25 a 29 años (004)",13714,24237,23580,1690,97.3,7,
"De 30 a 34 años (005)",11958,31138,29979,1245,96.3,4,
"De 35 a 39 años (006)",10787,35760,34054,754,95.2,2.1,
"De 40 a 44 años (007)",9466,36877,34626,262,93.9,0.7,
"De 45 a 49 años (008)",7439,33595,31007,51,92.3,0.2,
"De 50 y más años (009)",19419,112519,97792,,86.9,,
"PEA (010)",42361,114613,106481,1794,92.9,1.6,
"De 12 a 14 años (011)",651,29,29,4,100,13.8,
"De 15 a 19 años (012)",3819,1044,1004,166,96.2,15.9,
"De 20 a 24 años (013)",5614,4368,4241,373,97.1,8.5,
"De 25 a 29 años (014)",5568,8238,8039,446,97.6,5.4,
"De 30 a 34 años (015)",5558,12881,12430,411,96.5,3.2,
"De 35 a 39 años (016)",5525,16701,15963,279,95.6,1.7,
"De 40 a 44 años (017)",4996,18231,17152,95,94.1,0.5,
"De 45 a 49 años (018)",3769,15933,14713,20,92.3,0.1,
"De 50 y más años (019)",6861,37188,32910,,88.5,,
"Ocupada (020)",40721,111849,103852,1716,92.9,1.5,
"De 12 a 14 años (021)",611,28,28,4,100,14.3,
"De 15 a 19 años (022)",3505,967,932,153,96.4,15.8,
"De 20 a 24 años (023)",5222,4154,4032,351,97.1,8.4,
"De 25 a 29 años (024)",5283,7861,7669,423,97.6,5.4,
"De 30 a 34 años (025)",5366,12448,12013,401,96.5,3.2,
"De 35 a 39 años (026)",5375,16222,15494,272,95.5,1.7,
"De 40 a 44 años (027)",4896,17886,16821,94,94,0.5,
"De 45 a 49 años (028)",3697,15570,14384,18,92.4,0.1,
"De 50 y más años (029)",6766,36713,32479,,88.5,,
"Desocupada (030)",1640,2764,2629,78,95.1,2.8,
"De 12 a 14 años (031)",40,1,1,,100,,
"De 15 a 19 años (032)",314,77,72,13,93.5,16.9,
"De 20 a 24 años (033)",392,214,209,22,97.7,10.3,
"De 25 a 29 años (034)",285,377,370,23,98.1,6.1,
