"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PISCO (000)",2743,463,2280
"De 14 a 29 años (001)",1295,374,921
"De 30 a 44 años (002)",866,76,790
"De 45 a 64 años (003)",494,13,481
"De 65 y más años (004)",88,,88
"Hombres (005)",1823,252,1571
"De 14 a 29 años (006)",799,210,589
"De 30 a 44 años (007)",551,35,516
"De 45 a 64 años (008)",398,7,391
"De 65 y más años (009)",75,,75
"Mujeres (010)",920,211,709
"De 14 a 29 años (011)",496,164,332
"De 30 a 44 años (012)",315,41,274
"De 45 a 64 años (013)",96,6,90
"De 65 y más años (014)",13,,13
,,,
"AREA URBANA (015)",2597,431,2166
"De 14 a 29 años (016)",1215,347,868
"De 30 a 44 años (017)",825,71,754
"De 45 a 64 años (018)",477,13,464
"De 65 y más años (019)",80,,80
"Hombres (020)",1721,235,1486
"De 14 a 29 años (021)",750,195,555
"De 30 a 44 años (022)",520,33,487
"De 45 a 64 años (023)",382,7,375
"De 65 y más años (024)",69,,69
"Mujeres (025)",876,196,680
"De 14 a 29 años (026)",465,152,313
"De 30 a 44 años (027)",305,38,267
"De 45 a 64 años (028)",95,6,89
"De 65 y más años (029)",11,,11
,,,
"AREA RURAL (030)",146,32,114
"De 14 a 29 años (031)",80,27,53
"De 30 a 44 años (032)",41,5,36
"De 45 a 64 años (033)",17,,17
"De 65 y más años (034)",8,,8
"Hombres (035)",102,17,85
"De 14 a 29 años (036)",49,15,34
"De 30 a 44 años (037)",31,2,29
"De 45 a 64 años (038)",16,,16
"De 65 y más años (039)",6,,6
"Mujeres (040)",44,15,29
"De 14 a 29 años (041)",31,12,19
"De 30 a 44 años (042)",10,3,7
"De 45 a 64 años (043)",1,,1
"De 65 y más años (044)",2,,2
