"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAYTARA (000)",21938,3289,584,9770,6287,407,708,240,653
"Quechua (001)",5670,1516,124,2961,937,42,37,13,40
"Aymara (002)",13,,,5,7,,,,1
"Ashaninca (003)",4,,1,3,,,,,
"Otra lengua nativa (004)",3,1,,1,1,,,,
"Castellano (005)",16218,1748,458,6798,5340,365,671,227,611
"Idioma extranjero (006)",2,,,,1,,,,1
"Es sordomudo/a (007)",28,24,1,2,1,,,,
"Hombres (009)",11548,1134,292,4846,4046,258,393,172,407
"Quechua (010)",2638,382,59,1463,637,33,19,10,35
"Aymara (011)",11,,,3,7,,,,1
"Ashaninca (012)",3,,1,2,,,,,
"Otra lengua nativa (013)",2,,,1,1,,,,
"Castellano (014)",8876,736,232,3376,3400,225,374,162,371
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",17,16,,1,,,,,
"Mujeres (018)",10390,2155,292,4924,2241,149,315,68,246
"Quechua (019)",3032,1134,65,1498,300,9,18,3,5
"Aymara (020)",2,,,2,,,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",1,1,,,,,,,
"Castellano (023)",7342,1012,226,3422,1940,140,297,65,240
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",11,8,1,1,1,,,,
,,,,,,,,,
"URBANA (027)",6386,658,160,2401,2192,184,345,107,339
"Quechua (028)",682,148,3,356,137,12,8,7,11
"Aymara (029)",2,,,,1,,,,1
"Ashaninca (030)",1,,,1,,,,,
"Castellano (032)",5695,507,157,2044,2052,172,337,100,326
"Idioma extranjero (033)",2,,,,1,,,,1
"Es sordomudo/a (034)",4,3,,,1,,,,
"Hombres (036)",3269,271,81,1091,1290,106,163,74,193
"Quechua (037)",284,28,2,147,77,10,5,6,9
"Aymara (038)",2,,,,1,,,,1
"Ashaninca (039)",1,,,1,,,,,
"Castellano (041)",2978,240,79,943,1211,96,158,68,183
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",3,3,,,,,,,
"Mujeres (045)",3117,387,79,1310,902,78,182,33,146
"Quechua (046)",398,120,1,209,60,2,3,1,2
"Castellano (050)",2717,267,78,1101,841,76,179,32,143
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",1,,,,1,,,,
,,,,,,,,,
"RURAL (054)",15552,2631,424,7369,4095,223,363,133,314
"Quechua (055)",4988,1368,121,2605,800,30,29,6,29
"Aymara (056)",11,,,5,6,,,,
"Ashaninca (057)",3,,1,2,,,,,
"Otra lengua nativa (058)",3,1,,1,1,,,,
"Castellano (059)",10523,1241,301,4754,3288,193,334,127,285
"Es sordomudo/a (061)",24,21,1,2,,,,,
"Hombres (063)",8279,863,211,3755,2756,152,230,98,214
"Quechua (064)",2354,354,57,1316,560,23,14,4,26
"Aymara (065)",9,,,3,6,,,,
"Ashaninca (066)",2,,1,1,,,,,
"Otra lengua nativa (067)",2,,,1,1,,,,
"Castellano (068)",5898,496,153,2433,2189,129,216,94,188
"Es sordomudo/a (070)",14,13,,1,,,,,
"Mujeres (072)",7273,1768,213,3614,1339,71,133,35,100
"Quechua (073)",2634,1014,64,1289,240,7,15,2,3
"Aymara (074)",2,,,2,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",4625,745,148,2321,1099,64,118,33,97
"Es sordomudo/a (079)",10,8,1,1,,,,,
