"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia AZANGARO (000)",34863,189,11012,13863,4005,1234,505,192,28,,3835
"Conviviente (001)",9297,51,3166,3646,988,257,77,34,1,,1077
"Separado(a) (002)",1857,21,590,724,278,89,34,6,1,,114
"Casado(a) (003)",16312,73,5425,7030,1937,563,264,97,8,,915
"Viudo(a) (004)",4669,28,1413,1933,589,229,93,42,8,,334
"Divorciado(a) (005)",194,2,66,74,22,14,3,1,1,,11
"Soltero(a) (006)",2534,14,352,456,191,82,34,12,9,,1384
,,,,,,,,,,,
"URBANA (008)",9184,54,2753,3422,1114,384,160,71,10,,1216
"Conviviente (009)",3235,14,1046,1276,393,109,26,13,,,358
"Separado(a) (010)",623,8,210,227,91,33,8,2,1,,43
"Casado(a) (011)",3596,17,1144,1392,453,165,84,36,3,,302
"Viudo(a) (012)",931,10,247,366,110,56,28,14,5,,95
"Divorciado(a) (013)",55,1,17,24,6,1,1,1,,,4
"Soltero(a) (014)",744,4,89,137,61,20,13,5,1,,414
,,,,,,,,,,,
"RURAL (016)",25679,135,8259,10441,2891,850,345,121,18,,2619
"Conviviente (017)",6062,37,2120,2370,595,148,51,21,1,,719
"Separado(a) (018)",1234,13,380,497,187,56,26,4,,,71
"Casado(a) (019)",12716,56,4281,5638,1484,398,180,61,5,,613
"Viudo(a) (020)",3738,18,1166,1567,479,173,65,28,3,,239
"Divorciado(a) (021)",139,1,49,50,16,13,2,,1,,7
"Soltero(a) (022)",1790,10,263,319,130,62,21,7,8,,970
