"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL CACERES (000)",37072,5933,4163,1684,25427
"Conviviente (001)",13404,1881,988,434,10117
"Separado(a) (002)",994,83,85,43,784
"Casado(a) (003)",8521,843,1719,542,5461
"Viudo(a) (004)",1026,75,95,33,823
"Divorciado(a) (005)",115,5,32,4,75
"Soltero(a) (006)",13012,3046,1244,628,8167
"Hombres (008)",19917,2883,2045,1073,14020
"Conviviente (009)",6636,693,447,246,5257
"Separado(a) (010)",410,20,26,25,340
"Casado(a) (011)",4292,368,870,330,2758
"Viudo(a) (012)",285,15,20,10,240
"Divorciado(a) (013)",46,1,12,1,32
"Soltero(a) (014)",8248,1786,670,461,5393
"Mujeres (016)",17155,3050,2118,611,11407
"Conviviente (017)",6768,1188,541,188,4860
"Separado(a) (018)",584,63,59,18,444
"Casado(a) (019)",4229,475,849,212,2703
"Viudo(a) (020)",741,60,75,23,583
"Divorciado(a) (021)",69,4,20,3,43
"Soltero(a) (022)",4764,1260,574,167,2774
,,,,,
"URBANA (024)",23784,2688,3758,1451,16013
"Conviviente (025)",7828,708,841,352,5942
"Separado(a) (026)",719,50,80,36,554
"Casado(a) (027)",5797,335,1594,451,3455
"Viudo(a) (028)",690,32,91,31,536
"Divorciado(a) (029)",88,3,28,4,54
"Soltero(a) (030)",8662,1560,1124,577,5472
"Hombres (032)",12197,1259,1835,926,8275
"Conviviente (033)",3801,237,386,200,2984
"Separado(a) (034)",255,7,22,20,207
"Casado(a) (035)",2875,153,800,274,1679
"Viudo(a) (036)",150,4,18,8,120
"Divorciado(a) (037)",28,,8,1,19
"Soltero(a) (038)",5088,858,601,423,3266
"Mujeres (040)",11587,1429,1923,525,7738
"Conviviente (041)",4027,471,455,152,2958
"Separado(a) (042)",464,43,58,16,347
"Casado(a) (043)",2922,182,794,177,1776
"Viudo(a) (044)",540,28,73,23,416
"Divorciado(a) (045)",60,3,20,3,35
"Soltero(a) (046)",3574,702,523,154,2206
,,,,,
"RURAL (048)",13288,3245,405,233,9414
"Conviviente (049)",5576,1173,147,82,4175
"Separado(a) (050)",275,33,5,7,230
"Casado(a) (051)",2724,508,125,91,2006
"Viudo(a) (052)",336,43,4,2,287
"Divorciado(a) (053)",27,2,4,,21
"Soltero(a) (054)",4350,1486,120,51,2695
"Hombres (056)",7720,1624,210,147,5745
"Conviviente (057)",2835,456,61,46,2273
"Separado(a) (058)",155,13,4,5,133
"Casado(a) (059)",1417,215,70,56,1079
"Viudo(a) (060)",135,11,2,2,120
"Divorciado(a) (061)",18,1,4,,13
"Soltero(a) (062)",3160,928,69,38,2127
"Mujeres (064)",5568,1621,195,86,3669
"Conviviente (065)",2741,717,86,36,1902
"Separado(a) (066)",120,20,1,2,97
"Casado(a) (067)",1307,293,55,35,927
"Viudo(a) (068)",201,32,2,,167
"Divorciado(a) (069)",9,1,,,8
"Soltero(a) (070)",1190,558,51,13,568
