"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PAUCARTAMBO",,,,,,,,
"Hogares (001)",11416,8684,2038,579,35,258,72,2400
"Ocupantes presentes (002)",45494,36190,8528,2368,114,1111,292,8021
"Casa independiente",,,,,,,,
"Hogares (004)",9811,7626,1850,508,28,244,59,1894
"Ocupantes presentes (005)",39364,31919,7888,2108,97,1044,251,6287
"Departamento en edificio",,,,,,,,
"Hogares (007)",2,1,2,,,,1,
"Ocupantes presentes (008)",3,2,3,,,,2,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",20,14,9,5,1,3,1,6
"Ocupantes presentes (011)",50,37,32,17,3,10,3,13
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",315,245,158,49,4,10,10,42
"Ocupantes presentes (014)",1050,849,536,173,7,51,32,117
"Choza o cabaña",,,,,,,,
"Hogares (016)",1243,786,15,16,1,,1,447
"Ocupantes presentes (017)",4954,3339,53,66,3,,4,1581
"Vivienda improvisada",,,,,,,,
"Hogares (019)",5,2,1,,,,,2
"Ocupantes presentes (020)",13,5,2,,,,,6
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",15,9,3,1,1,1,,5
"Ocupantes presentes (023)",53,37,14,4,4,6,,12
"Otro tipo",,,,,,,,
"Hogares (025)",5,1,,,,,,4
"Ocupantes presentes (026)",7,2,,,,,,5
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2238,1717,1067,338,26,166,61,359
"Ocupantes presentes (029)",8163,6492,4228,1290,74,712,259,1046
"Casa independiente",,,,,,,,
"Hogares (031)",1890,1450,894,283,20,152,49,309
"Ocupantes presentes (032)",7023,5579,3641,1096,60,645,222,910
"Departamento en edificio",,,,,,,,
"Hogares (034)",2,1,2,,,,1,
"Ocupantes presentes (035)",3,2,3,,,,2,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",20,14,9,5,1,3,1,6
"Ocupantes presentes (038)",50,37,32,17,3,10,3,13
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",315,245,158,49,4,10,10,42
"Ocupantes presentes (041)",1050,849,536,173,7,51,32,117
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",5,2,1,,,,,2
"Ocupantes presentes (047)",13,5,2,,,,,6
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",6,5,3,1,1,1,,
"Ocupantes presentes (050)",24,20,14,4,4,6,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",9178,6967,971,241,9,92,11,2041
"Ocupantes presentes (056)",37331,29698,4300,1078,40,399,33,6975
"Casa independiente",,,,,,,,
"Hogares (058)",7921,6176,956,225,8,92,10,1585
"Ocupantes presentes (059)",32341,26340,4247,1012,37,399,29,5377
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1243,786,15,16,1,,1,447
"Ocupantes presentes (071)",4954,3339,53,66,3,,4,1581
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",9,4,,,,,,5
"Ocupantes presentes (077)",29,17,,,,,,12
"Otro tipo",,,,,,,,
"Hogares (079)",5,1,,,,,,4
"Ocupantes presentes (080)",7,2,,,,,,5
