"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ABANCAY (000)",31552,9059,4892,12861,549,3410,781
"Sin nivel (001)",2228,38,371,1326,20,429,44
"Educación inicial (002)",30,1,5,11,,10,3
"Primaria (003)",7545,265,1668,3950,136,1327,199
"Secundaria (004)",10648,1606,2301,4801,198,1296,446
"Superior no univ. incompleta (005)",1440,520,178,579,30,90,43
"Superior no univ. completa (006)",2603,1799,117,579,47,51,10
"Superior univ. incompleta (007)",2227,1034,181,794,48,142,28
"Superior univ. completa (008)",4831,3796,71,821,70,65,8
"Hombres (010)",20119,4903,4337,8395,419,2007,58
"Sin nivel (011)",1148,10,265,663,9,195,6
"Educación inicial (012)",13,,2,6,,5,
"Primaria (013)",5204,113,1471,2705,110,792,13
"Secundaria (014)",7304,952,2107,3209,159,842,35
"Superior no univ. incompleta (015)",859,277,161,358,21,41,1
"Superior no univ. completa (016)",1409,888,105,354,34,27,1
"Superior univ. incompleta (017)",1414,606,163,528,37,79,1
"Superior univ. completa (018)",2768,2057,63,572,49,26,1
"Mujeres (020)",11433,4156,555,4466,130,1403,723
"Sin nivel (021)",1080,28,106,663,11,234,38
"Educación inicial (022)",17,1,3,5,,5,3
"Primaria (023)",2341,152,197,1245,26,535,186
"Secundaria (024)",3344,654,194,1592,39,454,411
"Superior no univ. incompleta (025)",581,243,17,221,9,49,42
"Superior no univ. completa (026)",1194,911,12,225,13,24,9
"Superior univ. incompleta (027)",813,428,18,266,11,63,27
"Superior univ. completa (028)",2063,1739,8,249,21,39,7
,,,,,,,
"URBANA (030)",22085,8595,2817,8252,400,1313,708
"Sin nivel (031)",761,29,105,506,9,78,34
"Educación inicial (032)",17,1,3,7,,4,2
"Primaria (033)",3402,216,742,1815,65,387,177
"Secundaria (034)",7441,1467,1482,3364,139,579,410
"Superior no univ. incompleta (035)",1280,491,147,515,26,60,41
"Superior no univ. completa (036)",2426,1715,105,520,47,31,8
"Superior univ. incompleta (037)",2117,1009,166,750,47,117,28
"Superior univ. completa (038)",4641,3667,67,775,67,57,8
"Hombres (040)",12529,4634,2458,4541,282,573,41
"Sin nivel (041)",182,5,62,90,4,20,1
"Educación inicial (042)",7,,2,2,,3,
"Primaria (043)",1761,97,618,832,41,161,12
"Secundaria (044)",4582,854,1342,1976,104,282,24
"Superior no univ. incompleta (045)",745,262,133,312,17,20,1
"Superior no univ. completa (046)",1281,834,94,309,34,9,1
"Superior univ. incompleta (047)",1322,588,148,489,36,60,1
"Superior univ. completa (048)",2649,1994,59,531,46,18,1
"Mujeres (050)",9556,3961,359,3711,118,740,667
"Sin nivel (051)",579,24,43,416,5,58,33
"Educación inicial (052)",10,1,1,5,,1,2
"Primaria (053)",1641,119,124,983,24,226,165
"Secundaria (054)",2859,613,140,1388,35,297,386
"Superior no univ. incompleta (055)",535,229,14,203,9,40,40
"Superior no univ. completa (056)",1145,881,11,211,13,22,7
"Superior univ. incompleta (057)",795,421,18,261,11,57,27
"Superior univ. completa (058)",1992,1673,8,244,21,39,7
,,,,,,,
"RURAL (060)",9467,464,2075,4609,149,2097,73
"Sin nivel (061)",1467,9,266,820,11,351,10
"Educación inicial (062)",13,,2,4,,6,1
"Primaria (063)",4143,49,926,2135,71,940,22
"Secundaria (064)",3207,139,819,1437,59,717,36
"Superior no univ. incompleta (065)",160,29,31,64,4,30,2
"Superior no univ. completa (066)",177,84,12,59,,20,2
"Superior univ. incompleta (067)",110,25,15,44,1,25,
"Superior univ. completa (068)",190,129,4,46,3,8,
"Hombres (070)",7590,269,1879,3854,137,1434,17
"Sin nivel (071)",966,5,203,573,5,175,5
"Educación inicial (072)",6,,,4,,2,
"Primaria (073)",3443,16,853,1873,69,631,1
"Secundaria (074)",2722,98,765,1233,55,560,11
"Superior no univ. incompleta (075)",114,15,28,46,4,21,
"Superior no univ. completa (076)",128,54,11,45,,18,
"Superior univ. incompleta (077)",92,18,15,39,1,19,
"Superior univ. completa (078)",119,63,4,41,3,8,
"Mujeres (080)",1877,195,196,755,12,663,56
"Sin nivel (081)",501,4,63,247,6,176,5
"Educación inicial (082)",7,,2,,,4,1
"Primaria (083)",700,33,73,262,2,309,21
"Secundaria (084)",485,41,54,204,4,157,25
"Superior no univ. incompleta (085)",46,14,3,18,,9,2
"Superior no univ. completa (086)",49,30,1,14,,2,2
"Superior univ. incompleta (087)",18,7,,5,,6,
"Superior univ. completa (088)",71,66,,5,,,
