"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ACOBAMBA",,,,,,,,,
"Hogares (001)",15038,213,136,103,78,54,38,43,14373
"Ocupantes presentes (002)",63458,689,457,342,302,235,173,271,60989
"Casa independiente",,,,,,,,,
"Hogares (004)",14622,202,132,100,74,51,37,42,13984
"Ocupantes presentes (005)",61918,660,442,333,285,224,167,262,59545
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",182,6,2,3,1,1,1,,168
"Ocupantes presentes (011)",628,14,7,9,4,5,6,,583
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",50,4,,,1,,,1,44
"Ocupantes presentes (014)",163,14,,,5,,,9,135
"Choza o cabaña",,,,,,,,,
"Hogares (016)",171,1,1,,2,1,,,166
"Ocupantes presentes (017)",706,1,6,,8,5,,,686
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",5,,,,,,,,5
"Ocupantes presentes (020)",19,,,,,,,,19
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,1,,,1,,,4
"Ocupantes presentes (023)",20,,2,,,1,,,17
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4810,122,84,67,48,33,20,23,4413
"Ocupantes presentes (029)",19014,364,268,216,191,144,96,150,17585
"Casa independiente",,,,,,,,,
"Hogares (031)",4571,112,82,64,46,31,19,22,4195
"Ocupantes presentes (032)",18202,336,261,207,182,138,90,141,16847
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",182,6,2,3,1,1,1,,168
"Ocupantes presentes (038)",628,14,7,9,4,5,6,,583
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",50,4,,,1,,,1,44
"Ocupantes presentes (041)",163,14,,,5,,,9,135
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",5,,,,,,,,5
"Ocupantes presentes (047)",19,,,,,,,,19
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,1,,,1
"Ocupantes presentes (050)",2,,,,,1,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10228,91,52,36,30,21,18,20,9960
"Ocupantes presentes (056)",44444,325,189,126,111,91,77,121,43404
"Casa independiente",,,,,,,,,
"Hogares (058)",10051,90,50,36,28,20,18,20,9789
"Ocupantes presentes (059)",43716,324,181,126,103,86,77,121,42698
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",171,1,1,,2,1,,,166
"Ocupantes presentes (071)",706,1,6,,8,5,,,686
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,1,,,,,,3
"Ocupantes presentes (077)",18,,2,,,,,,16
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",4,,,,,,,,4
