"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANUCO (000)",69080,1004,26616,21553,7618,2821,1083,363,62,,7960
"Conviviente (001)",24881,393,11040,8019,2318,781,232,60,12,,2026
"Separado(a) (002)",5916,117,2395,1972,678,265,114,31,5,,339
"Casado(a) (003)",23648,284,8861,8045,3274,1178,478,165,23,,1340
"Viudo(a) (004)",6372,132,2636,1969,670,274,131,79,16,,465
"Divorciado(a) (005)",562,10,212,175,66,42,12,3,2,,40
"Soltero(a) (006)",7701,68,1472,1373,612,281,116,25,4,,3750
,,,,,,,,,,,
"URBANA (008)",43659,526,14700,13736,5627,2197,875,274,43,,5681
"Conviviente (009)",13656,188,5381,4529,1560,556,173,38,8,,1223
"Separado(a) (010)",3765,57,1429,1305,472,187,81,22,4,,208
"Casado(a) (011)",16275,154,5259,5631,2656,1008,410,137,18,,1002
"Viudo(a) (012)",3805,84,1552,1136,398,183,102,54,9,,287
"Divorciado(a) (013)",439,7,151,135,60,39,12,3,1,,31
"Soltero(a) (014)",5719,36,928,1000,481,224,97,20,3,,2930
,,,,,,,,,,,
"RURAL (016)",25421,478,11916,7817,1991,624,208,89,19,,2279
"Conviviente (017)",11225,205,5659,3490,758,225,59,22,4,,803
"Separado(a) (018)",2151,60,966,667,206,78,33,9,1,,131
"Casado(a) (019)",7373,130,3602,2414,618,170,68,28,5,,338
"Viudo(a) (020)",2567,48,1084,833,272,91,29,25,7,,178
"Divorciado(a) (021)",123,3,61,40,6,3,,,1,,9
"Soltero(a) (022)",1982,32,544,373,131,57,19,5,1,,820
