"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",6732,6278,19,1314,1415,1037,1331,751,318,93,454,21605
"De 12 a 14 años (001)",9,5,1,4,,,,,,,4,4
"De 15 a 19 años (002)",136,117,2,102,12,1,,,,,19,129
"De 20 a 24 años (003)",600,464,3,331,116,10,3,1,,,136,613
"De 25 a 29 años (004)",783,669,4,306,253,73,33,,,,114,1167
"De 30 a 34 años (005)",756,691,,197,257,164,62,10,1,,65,1539
"De 35 a 39 años (006)",705,665,,120,217,176,119,29,4,,40,1805
"De 40 a 44 años (007)",643,622,1,54,171,156,178,45,15,2,21,2064
"De 45 a 49 años (008)",574,568,1,48,122,120,185,77,11,4,6,2083
"De 50 y más años (009)",2526,2477,7,152,267,337,751,589,287,87,49,12201
"PEA (010)",2598,2391,9,560,619,414,441,233,91,24,207,7494
"De 15 a 19 años (012)",37,34,2,29,3,,,,,,3,35
"De 20 a 24 años (013)",205,151,,106,39,4,1,1,,,54,207
"De 25 a 29 años (014)",350,284,4,137,101,28,14,,,,66,480
"De 30 a 34 años (015)",352,314,,112,112,66,20,4,,,38,647
"De 35 a 39 años (016)",323,303,,68,102,75,50,7,1,,20,763
"De 40 a 44 años (017)",276,263,1,32,90,55,68,11,5,1,13,790
"De 45 a 49 años (018)",262,260,,26,69,61,70,26,5,3,2,886
"De 50 y más años (019)",793,782,2,50,103,125,218,184,80,20,11,3686
"Ocupada (020)",2471,2300,7,528,595,402,423,232,90,23,171,7274
"De 15 a 19 años (022)",34,31,2,27,2,,,,,,3,31
"De 20 a 24 años (023)",185,142,,97,39,4,1,1,,,43,198
"De 25 a 29 años (024)",317,268,2,130,96,27,13,,,,49,456
