"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TAMBOPATA (000)",970,224,746
"De 14 a 29 años (001)",538,164,374
"De 30 a 44 años (002)",273,48,225
"De 45 a 64 años (003)",142,12,130
"De 65 y más años (004)",17,,17
"Hombres (005)",607,123,484
"De 14 a 29 años (006)",308,86,222
"De 30 a 44 años (007)",179,30,149
"De 45 a 64 años (008)",104,7,97
"De 65 y más años (009)",16,,16
"Mujeres (010)",363,101,262
"De 14 a 29 años (011)",230,78,152
"De 30 a 44 años (012)",94,18,76
"De 45 a 64 años (013)",38,5,33
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",880,208,672
"De 14 a 29 años (016)",481,149,332
"De 30 a 44 años (017)",256,47,209
"De 45 a 64 años (018)",130,12,118
"De 65 y más años (019)",13,,13
"Hombres (020)",543,110,433
"De 14 a 29 años (021)",271,73,198
"De 30 a 44 años (022)",165,30,135
"De 45 a 64 años (023)",95,7,88
"De 65 y más años (024)",12,,12
"Mujeres (025)",337,98,239
"De 14 a 29 años (026)",210,76,134
"De 30 a 44 años (027)",91,17,74
"De 45 a 64 años (028)",35,5,30
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",90,16,74
"De 14 a 29 años (031)",57,15,42
"De 30 a 44 años (032)",17,1,16
"De 45 a 64 años (033)",12,,12
"De 65 y más años (034)",4,,4
"Hombres (035)",64,13,51
"De 14 a 29 años (036)",37,13,24
"De 30 a 44 años (037)",14,,14
"De 45 a 64 años (038)",9,,9
"De 65 y más años (039)",4,,4
"Mujeres (040)",26,3,23
"De 14 a 29 años (041)",20,2,18
"De 30 a 44 años (042)",3,1,2
"De 45 a 64 años (043)",3,,3
