"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia PAUCARTAMBO",,,,,,,,,
"Hogares (001)",11416,18,539,30,65,9960,690,7,107
"Ocupantes presentes (002)",45494,58,1696,75,283,40320,2878,15,169
"Casa independiente",,,,,,,,,
"Hogares (004)",9811,15,423,22,59,8671,535,6,80
"Ocupantes presentes (005)",39364,55,1374,59,252,35216,2272,13,123
"Departamento en edificio",,,,,,,,,
"Hogares (007)",2,,1,,,,,,1
"Ocupantes presentes (008)",3,,2,,,,,,1
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",20,1,17,,,,,,2
"Ocupantes presentes (011)",50,1,43,,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",315,2,94,7,2,191,,,19
"Ocupantes presentes (014)",1050,2,262,14,8,731,,,33
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1243,,1,1,4,1079,155,1,2
"Ocupantes presentes (017)",4954,,3,2,23,4316,606,2,2
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",5,,,,,4,,,1
"Ocupantes presentes (020)",13,,,,,12,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",15,,3,,,10,,,2
"Ocupantes presentes (023)",53,,12,,,38,,,3
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,,,,5,,,
"Ocupantes presentes (026)",7,,,,,7,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2238,7,404,25,21,1705,3,3,70
"Ocupantes presentes (029)",8163,8,1264,58,71,6636,12,6,108
"Casa independiente",,,,,,,,,
"Hogares (031)",1890,4,289,18,19,1508,3,3,46
"Ocupantes presentes (032)",7023,5,945,44,63,5883,12,6,65
"Departamento en edificio",,,,,,,,,
"Hogares (034)",2,,1,,,,,,1
"Ocupantes presentes (035)",3,,2,,,,,,1
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",20,1,17,,,,,,2
"Ocupantes presentes (038)",50,1,43,,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",315,2,94,7,2,191,,,19
"Ocupantes presentes (041)",1050,2,262,14,8,731,,,33
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",5,,,,,4,,,1
"Ocupantes presentes (047)",13,,,,,12,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",6,,3,,,2,,,1
"Ocupantes presentes (050)",24,,12,,,10,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9178,11,135,5,44,8255,687,4,37
"Ocupantes presentes (056)",37331,50,432,17,212,33684,2866,9,61
"Casa independiente",,,,,,,,,
"Hogares (058)",7921,11,134,4,40,7163,532,3,34
"Ocupantes presentes (059)",32341,50,429,15,189,29333,2260,7,58
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1243,,1,1,4,1079,155,1,2
"Ocupantes presentes (071)",4954,,3,2,23,4316,606,2,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",9,,,,,8,,,1
"Ocupantes presentes (077)",29,,,,,28,,,1
"Otro tipo",,,,,,,,,
"Hogares (079)",5,,,,,5,,,
"Ocupantes presentes (080)",7,,,,,7,,,
