"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MARISCAL LUZURIAGA",,,,,,,
"Viviendas particulares (001)",5380,244,40,52,4124,113,807
"Ocupantes presentes (002)",23182,913,171,251,17722,495,3630
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5332,242,40,51,4081,113,805
"Ocupantes presentes (005)",22993,910,171,249,17546,495,3622
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",46,2,,1,41,,2
"Ocupantes presentes (017)",181,3,,2,168,,8
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",2,,,,2,,
"Ocupantes presentes (023)",8,,,,8,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",689,124,,12,511,11,31
"Ocupantes presentes (029)",2761,488,,47,2065,38,123
"Casa independiente",,,,,,,
"Viviendas particulares (031)",688,124,,12,510,11,31
"Ocupantes presentes (032)",2758,488,,47,2062,38,123
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,1,,
"Ocupantes presentes (050)",3,,,,3,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4691,120,40,40,3613,102,776
"Ocupantes presentes (056)",20421,425,171,204,15657,457,3507
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4644,118,40,39,3571,102,774
"Ocupantes presentes (059)",20235,422,171,202,15484,457,3499
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",46,2,,1,41,,2
"Ocupantes presentes (071)",181,3,,2,168,,8
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",5,,,,5,,
"Otro tipo",,,,,,,
