"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MARISCAL CACERES (000)",22904,11844,227,218,9506,328,17,44,207,513
"Hombres (001)",8016,5974,128,94,1128,149,13,26,175,329
"Mujeres (002)",14888,5870,99,124,8378,179,4,18,32,184
"De 06 a 14 años (003)",9943,9355,,,303,142,2,12,,129
"Hombres (004)",4958,4714,,,89,76,1,7,,71
"Mujeres (005)",4985,4641,,,214,66,1,5,,58
"De 15 a 29 años (006)",6401,2419,3,54,3534,,7,12,207,165
"Hombres (007)",1930,1241,2,14,372,,6,7,175,113
"Mujeres (008)",4471,1178,1,40,3162,,1,5,32,52
"De 30 a 44 años (009)",3086,45,10,51,2894,,1,5,,80
"Hombres (010)",387,11,5,24,287,,1,3,,56
"Mujeres (011)",2699,34,5,27,2607,,,2,,24
"De 45 a 64 años (012)",2132,17,82,65,1890,3,7,3,,65
"Hombres (013)",370,4,46,30,236,2,5,3,,44
"Mujeres (014)",1762,13,36,35,1654,1,2,,,21
"De 65 y más años (015)",1342,8,132,48,885,183,,12,,74
"Hombres (016)",371,4,75,26,144,71,,6,,45
"Mujeres (017)",971,4,57,22,741,112,,6,,29
,,,,,,,,,,
"AREA URBANA (018)",14421,7551,207,150,5738,201,7,24,201,342
"Hombres (019)",5171,3738,114,62,776,77,4,15,169,216
"Mujeres (020)",9250,3813,93,88,4962,124,3,9,32,126
"De 06 a 14 años (021)",5921,5639,,,166,56,1,5,,54
"Hombres (022)",2929,2811,,,56,25,,2,,35
"Mujeres (023)",2992,2828,,,110,31,1,3,,19
"De 15 a 29 años (024)",4211,1854,3,32,1986,,2,8,201,125
"Hombres (025)",1435,910,2,8,253,,2,6,169,85
"Mujeres (026)",2776,944,1,24,1733,,,2,32,40
"De 30 a 44 años (027)",1895,40,9,29,1752,,1,3,,61
"Hombres (028)",258,11,4,14,189,,1,2,,37
"Mujeres (029)",1637,29,5,15,1563,,,1,,24
"De 45 a 64 años (030)",1402,13,74,50,1211,2,3,1,,48
"Hombres (031)",263,3,40,19,168,1,1,1,,30
"Mujeres (032)",1139,10,34,31,1043,1,2,,,18
"De 65 y más años (033)",992,5,121,39,623,143,,7,,54
"Hombres (034)",286,3,68,21,110,51,,4,,29
"Mujeres (035)",706,2,53,18,513,92,,3,,25
,,,,,,,,,,
"AREA RURAL (036)",8483,4293,20,68,3768,127,10,20,6,171
"Hombres (037)",2845,2236,14,32,352,72,9,11,6,113
"Mujeres (038)",5638,2057,6,36,3416,55,1,9,,58
"De 06 a 14 años (039)",4022,3716,,,137,86,1,7,,75
"Hombres (040)",2029,1903,,,33,51,1,5,,36
"Mujeres (041)",1993,1813,,,104,35,,2,,39
"De 15 a 29 años (042)",2190,565,,22,1548,,5,4,6,40
"Hombres (043)",495,331,,6,119,,4,1,6,28
"Mujeres (044)",1695,234,,16,1429,,1,3,,12
"De 30 a 44 años (045)",1191,5,1,22,1142,,,2,,19
"Hombres (046)",129,,1,10,98,,,1,,19
"Mujeres (047)",1062,5,,12,1044,,,1,,
"De 45 a 64 años (048)",730,4,8,15,679,1,4,2,,17
"Hombres (049)",107,1,6,11,68,1,4,2,,14
"Mujeres (050)",623,3,2,4,611,,,,,3
"De 65 y más años (051)",350,3,11,9,262,40,,5,,20
"Hombres (052)",85,1,7,5,34,20,,2,,16
"Mujeres (053)",265,2,4,4,228,20,,3,,4
