"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia MARISCAL CACERES",,,,,,
"Viviendas particulares (001)",11941,11652,254,33,2,
"Ocupantes presentes (002)",50139,47746,1978,391,24,
"Casa independiente",,,,,,
"Viviendas particulares (004)",9349,9087,233,27,2,
"Ocupantes presentes (005)",40192,38058,1804,306,24,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",51,51,,,,
"Ocupantes presentes (008)",157,157,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",389,372,12,5,,
"Ocupantes presentes (011)",1249,1075,100,74,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",56,54,1,1,,
"Ocupantes presentes (014)",207,181,15,11,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1995,1987,8,,,
"Ocupantes presentes (017)",7967,7908,59,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",71,71,,,,
"Ocupantes presentes (020)",271,271,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",22,22,,,,
"Ocupantes presentes (023)",63,63,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",8,8,,,,
"Ocupantes presentes (026)",33,33,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",7179,6924,222,32,1,
"Ocupantes presentes (029)",30883,28764,1728,380,11,
"Casa independiente",,,,,,
"Viviendas particulares (031)",6590,6354,209,26,1,
"Ocupantes presentes (032)",28926,27007,1613,295,11,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",51,51,,,,
"Ocupantes presentes (035)",157,157,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",389,372,12,5,,
"Ocupantes presentes (038)",1249,1075,100,74,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",56,54,1,1,,
"Ocupantes presentes (041)",207,181,15,11,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",71,71,,,,
"Ocupantes presentes (047)",271,271,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",19,19,,,,
"Ocupantes presentes (050)",60,60,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",3,3,,,,
"Ocupantes presentes (053)",13,13,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4762,4728,32,1,1,
"Ocupantes presentes (056)",19256,18982,250,11,13,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2759,2733,24,1,1,
"Ocupantes presentes (059)",11266,11051,191,11,13,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1995,1987,8,,,
"Ocupantes presentes (071)",7967,7908,59,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",3,3,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",5,5,,,,
"Ocupantes presentes (080)",20,20,,,,
