"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LA UNION",,,,,,,,,
"Viviendas particulares (001)",2175,32,15,26,143,2,,2,1955
"Ocupantes presentes (002)",7261,108,54,103,541,9,,11,6435
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2062,30,14,25,141,2,,2,1848
"Ocupantes presentes (005)",6978,98,51,97,538,9,,11,6174
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",43,,1,,,,,,42
"Ocupantes presentes (011)",99,,3,,,,,,96
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",62,,,,,,,,62
"Ocupantes presentes (014)",158,,,,,,,,158
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,1,,,,
"Ocupantes presentes (017)",2,,,,2,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,2,,1,1,,,,1
"Ocupantes presentes (023)",19,10,,6,1,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1335,6,8,14,129,2,,2,1174
"Ocupantes presentes (029)",4414,11,31,57,490,9,,11,3805
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1226,6,7,13,128,2,,2,1068
"Ocupantes presentes (032)",4145,11,28,51,489,9,,11,3546
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",43,,1,,,,,,42
"Ocupantes presentes (038)",99,,3,,,,,,96
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",62,,,,,,,,62
"Ocupantes presentes (041)",158,,,,,,,,158
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,1,1,,,,
"Ocupantes presentes (050)",7,,,6,1,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",840,26,7,12,14,,,,781
"Ocupantes presentes (056)",2847,97,23,46,51,,,,2630
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",836,24,7,12,13,,,,780
"Ocupantes presentes (059)",2833,87,23,46,49,,,,2628
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,1,,,,
"Ocupantes presentes (071)",2,,,,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,2,,,,,,,1
"Ocupantes presentes (077)",12,10,,,,,,,2
"Otro tipo",,,,,,,,,
