"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",285990,6446,2969,104493,120701,14550,14554,9920,12357
"Hombres (001)",144619,2343,1482,50105,63219,7674,7078,5734,6984
"Mujeres (002)",141371,4103,1487,54388,57482,6876,7476,4186,5373
"PEA (003)",125844,1966,120,30366,58240,8741,10791,5680,9940
"Hombres (004)",83190,1005,71,19454,41022,5699,6014,3843,6082
"Mujeres (005)",42654,961,49,10912,17218,3042,4777,1837,3858
"Ocupada (006)",121102,1887,110,29339,55761,8398,10405,5495,9707
"Hombres (007)",80101,964,67,18738,39355,5487,5816,3719,5955
"Mujeres (008)",41001,923,43,10601,16406,2911,4589,1776,3752
"Desocupada (009)",4742,79,10,1027,2479,343,386,185,233
"Hombres (010)",3089,41,4,716,1667,212,198,124,127
"Mujeres (011)",1653,38,6,311,812,131,188,61,106
"No PEA (012)",160146,4480,2849,74127,62461,5809,3763,4240,2417
"Hombres (013)",61429,1338,1411,30651,22197,1975,1064,1891,902
"Mujeres (014)",98717,3142,1438,43476,40264,3834,2699,2349,1515
,,,,,,,,,
"URBANA (018)",243113,4031,2614,80049,106672,13904,14048,9721,12074
"Hombres (019)",120706,1338,1307,37136,54640,7204,6700,5593,6788
"Mujeres (020)",122407,2693,1307,42913,52032,6700,7348,4128,5286
"PEA (021)",107439,1017,99,21067,51244,8329,10393,5568,9722
"Hombres (022)",69375,449,60,12716,35394,5363,5714,3756,5923
"Mujeres (023)",38064,568,39,8351,15850,2966,4679,1812,3799
"Ocupada (024)",103090,959,91,20226,48928,7992,10014,5387,9493
"Hombres (025)",66575,416,57,12145,33848,5157,5520,3634,5798
"Mujeres (026)",36515,543,34,8081,15080,2835,4494,1753,3695
"Desocupada (027)",4349,58,8,841,2316,337,379,181,229
"Hombres (028)",2800,33,3,571,1546,206,194,122,125
"Mujeres (029)",1549,25,5,270,770,131,185,59,104
"No PEA (030)",135674,3014,2515,58982,55428,5575,3655,4153,2352
"Hombres (031)",51331,889,1247,24420,19246,1841,986,1837,865
"Mujeres (032)",84343,2125,1268,34562,36182,3734,2669,2316,1487
,,,,,,,,,
"RURAL (036)",42877,2415,355,24444,14029,646,506,199,283
"Hombres (037)",23913,1005,175,12969,8579,470,378,141,196
"Mujeres (038)",18964,1410,180,11475,5450,176,128,58,87
"PEA (039)",18405,949,21,9299,6996,412,398,112,218
"Hombres (040)",13815,556,11,6738,5628,336,300,87,159
"Mujeres (041)",4590,393,10,2561,1368,76,98,25,59
"Ocupada (042)",18012,928,19,9113,6833,406,391,108,214
"Hombres (043)",13526,548,10,6593,5507,330,296,85,157
"Mujeres (044)",4486,380,9,2520,1326,76,95,23,57
"Desocupada (045)",393,21,2,186,163,6,7,4,4
"Hombres (046)",289,8,1,145,121,6,4,2,2
"Mujeres (047)",104,13,1,41,42,,3,2,2
"No PEA (048)",24472,1466,334,15145,7033,234,108,87,65
"Hombres (049)",10098,449,164,6231,2951,134,78,54,37
"Mujeres (050)",14374,1017,170,8914,4082,100,30,33,28
