"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL CACERES (000)",50884,12784,5873,2062,30314
"Menos de 1 año (001)",1132,623,136,25,349
"De 1 a 14 años (002)",16672,7824,2049,451,6366
"De 15 a 29 años (003)",13518,2399,1058,674,9462
"De 30 a 44 años (004)",10432,1169,1422,503,7377
"De 45 a 64 años (005)",6833,599,909,316,5025
"De 65 y mas años (006)",2297,170,299,93,1735
"Hombres (008)",27048,6410,2931,1268,16552
"Menos de 1 año (009)",611,329,70,14,199
"De 1 a 14 años (010)",8606,4067,1054,234,3260
"De 15 a 29 años (011)",7149,1098,483,439,5193
"De 30 a 44 años (012)",5699,523,684,329,4190
"De 45 a 64 años (013)",3841,308,480,204,2861
"De 65 y mas años (014)",1142,85,160,48,849
"Mujeres (016)",23836,6374,2942,794,13762
"Menos de 1 año (017)",521,294,66,11,150
"De 1 a 14 años (018)",8066,3757,995,217,3106
"De 15 a 29 años (019)",6369,1301,575,235,4269
"De 30 a 44 años (020)",4733,646,738,174,3187
"De 45 a 64 años (021)",2992,291,429,112,2164
"De 65 y mas años (022)",1155,85,139,45,886
,,,,,
"URBANA (024)",31626,5635,5180,1773,19174
"Menos de 1 año (025)",673,298,114,21,240
"De 1 a 14 años (026)",9693,3433,1724,386,4164
"De 15 a 29 años (027)",8510,1109,927,606,5941
"De 30 a 44 años (028)",6640,471,1300,428,4477
"De 45 a 64 años (029)",4511,239,837,251,3197
"De 65 y mas años (030)",1599,85,278,81,1155
"Hombres (032)",16249,2781,2571,1093,9908
"Menos de 1 año (033)",366,162,56,11,137
"De 1 a 14 años (034)",4960,1770,892,200,2104
"De 15 a 29 años (035)",4356,509,433,403,3074
"De 30 a 44 años (036)",3408,187,611,280,2356
"De 45 a 64 años (037)",2406,112,433,160,1710
"De 65 y mas años (038)",753,41,146,39,527
"Mujeres (040)",15377,2854,2609,680,9266
"Menos de 1 año (041)",307,136,58,10,103
"De 1 a 14 años (042)",4733,1663,832,186,2060
"De 15 a 29 años (043)",4154,600,494,203,2867
"De 30 a 44 años (044)",3232,284,689,148,2121
"De 45 a 64 años (045)",2105,127,404,91,1487
"De 65 y mas años (046)",846,44,132,42,628
,,,,,
"RURAL (048)",19258,7149,693,289,11140
"Menos de 1 año (049)",459,325,22,4,109
"De 1 a 14 años (050)",6979,4391,325,65,2202
"De 15 a 29 años (051)",5008,1290,131,68,3521
"De 30 a 44 años (052)",3792,698,122,75,2900
"De 45 a 64 años (053)",2322,360,72,65,1828
"De 65 y mas años (054)",698,85,21,12,580
"Hombres (056)",10799,3629,360,175,6644
"Menos de 1 año (057)",245,167,14,3,62
"De 1 a 14 años (058)",3646,2297,162,34,1156
"De 15 a 29 años (059)",2793,589,50,36,2119
"De 30 a 44 años (060)",2291,336,73,49,1834
"De 45 a 64 años (061)",1435,196,47,44,1151
"De 65 y mas años (062)",389,44,14,9,322
"Mujeres (064)",8459,3520,333,114,4496
"Menos de 1 año (065)",214,158,8,1,47
"De 1 a 14 años (066)",3333,2094,163,31,1046
"De 15 a 29 años (067)",2215,701,81,32,1402
"De 30 a 44 años (068)",1501,362,49,26,1066
"De 45 a 64 años (069)",887,164,25,21,677
"De 65 y mas años (070)",309,41,7,3,258
