"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia COTABAMBAS (000)",10797,54,164,444,837,1862,4550,2886
"De 12 a 14 años (001)",16,,,,,,2,14
"De 15 a 19 años (002)",328,,,,,,197,131
"De 20 a 24 años (003)",1063,,,,,,683,380
"De 25 a 29 años (004)",1324,,,,,31,943,350
"De 30 a 34 años (005)",1300,,,,,119,940,241
"De 35 a 39 años (006)",1213,,,,1,237,794,181
"De 40 a 44 años (007)",1148,,,,17,353,587,191
"De 45 a 49 años (008)",939,,,1,38,400,323,177
"De 50 y más años (009)",3466,54,164,443,781,722,81,1221
"Sin nivel (010)",5531,47,136,384,653,1028,1710,1573
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",44,,,,,,26,18
"De 20 a 24 años (013)",182,,,,,,118,64
"De 25 a 29 años (014)",305,,,,,6,225,74
"De 30 a 34 años (015)",456,,,,,32,345,79
"De 35 a 39 años (016)",553,,,,,79,388,86
"De 40 a 44 años (017)",642,,,,7,160,352,123
"De 45 a 49 años (018)",562,,,1,21,231,193,116
"De 50 y más años (019)",2785,47,136,383,625,520,63,1011
"Educacion Inicial (020)",44,,,,,3,31,10
"De 15 a 19 años (022)",5,,,,,,2,3
"De 20 a 24 años (023)",5,,,,,,4,1
"De 25 a 29 años (024)",10,,,,,1,7,2
"De 30 a 34 años (025)",15,,,,,1,10,4
"De 35 a 39 años (026)",9,,,,,1,8,
"Primaria (030)",3414,4,24,52,146,588,1894,706
"De 12 a 14 años (031)",7,,,,,,2,5
"De 15 a 19 años (032)",143,,,,,,93,50
"De 20 a 24 años (033)",508,,,,,,351,157
"De 25 a 29 años (034)",564,,,,,8,450,106
"De 30 a 34 años (035)",525,,,,,53,392,80
"De 35 a 39 años (036)",432,,,,,100,288,44
"De 40 a 44 años (037)",384,,,,6,134,199,45
"De 45 a 49 años (038)",276,,,,12,120,102,42
"De 50 y más años (039)",575,4,24,52,128,173,17,177
"Secundaria (040)",1200,2,4,7,29,155,659,344
"De 12 a 14 años (041)",7,,,,,,,7
"De 15 a 19 años (042)",130,,,,,,73,57
"De 20 a 24 años (043)",287,,,,,,173,114
"De 25 a 29 años (044)",288,,,,,12,191,85
"De 30 a 34 años (045)",166,,,,,22,113,31
"De 35 a 39 años (046)",113,,,,1,30,68,14
"De 40 a 44 años (047)",75,,,,4,38,22,11
"De 45 a 49 años (048)",65,,,,5,33,18,9
"De 50 y más años (049)",69,2,4,7,19,20,1,16
"Sup. no Univ. incompleta (050)",139,,,,,8,69,62
"De 15 a 19 años (052)",6,,,,,,3,3
