"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia HUAURA (000)",81859,10258,21417,20553,29631
"Asiste actualmente (001)",59183,6820,20722,18964,12677
"No asiste (002)",22676,3438,695,1589,16954
"Hombres (004)",41681,5253,10981,10413,15034
"Asiste actualmente (005)",29956,3454,10620,9595,6287
"No asiste (006)",11725,1799,361,818,8747
"Mujeres (008)",40178,5005,10436,10140,14597
"Asiste actualmente (009)",29227,3366,10102,9369,6390
"No asiste (010)",10951,1639,334,771,8207
,,,,,
"URBANA (012)",70177,8653,18230,17748,25546
"Asiste actualmente (013)",51803,6018,17674,16475,11636
"No asiste (014)",18374,2635,556,1273,13910
"Hombres (016)",35565,4408,9328,8982,12847
"Asiste actualmente (017)",26142,3051,9040,8318,5733
"No asiste (018)",9423,1357,288,664,7114
"Mujeres (020)",34612,4245,8902,8766,12699
"Asiste actualmente (021)",25661,2967,8634,8157,5903
"No asiste (022)",8951,1278,268,609,6796
,,,,,
"RURAL (024)",11682,1605,3187,2805,4085
"Asiste actualmente (025)",7380,802,3048,2489,1041
"No asiste (026)",4302,803,139,316,3044
"Hombres (028)",6116,845,1653,1431,2187
"Asiste actualmente (029)",3814,403,1580,1277,554
"No asiste (030)",2302,442,73,154,1633
"Mujeres (032)",5566,760,1534,1374,1898
"Asiste actualmente (033)",3566,399,1468,1212,487
"No asiste (034)",2000,361,66,162,1411
