"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CONCEPCION (000)",32793,16747,580,287,13867,422,33,105,110,642
"Hombres (001)",12415,8479,389,178,2685,184,26,58,110,306
"Mujeres (002)",20378,8268,191,109,11182,238,7,47,,336
"De 06 a 14 años (003)",12727,12172,,,377,76,1,6,,95
"Hombres (004)",6390,6153,,,166,24,1,2,,44
"Mujeres (005)",6337,6019,,,211,52,,4,,51
"De 15 a 29 años (006)",8724,4485,9,70,3852,,15,18,110,165
"Hombres (007)",3306,2302,3,37,742,,11,13,110,88
"Mujeres (008)",5418,2183,6,33,3110,,4,5,,77
"De 30 a 44 años (009)",4049,53,25,55,3752,,9,14,,141
"Hombres (010)",698,17,15,41,548,,7,6,,64
"Mujeres (011)",3351,36,10,14,3204,,2,8,,77
"De 45 a 64 años (012)",3752,29,161,67,3352,8,5,21,,109
"Hombres (013)",757,6,95,42,538,4,4,15,,53
"Mujeres (014)",2995,23,66,25,2814,4,1,6,,56
"De 65 y más años (015)",3541,8,385,95,2534,338,3,46,,132
"Hombres (016)",1264,1,276,58,691,156,3,22,,57
"Mujeres (017)",2277,7,109,37,1843,182,,24,,75
,,,,,,,,,,
"AREA URBANA (018)",15723,8289,459,159,6072,236,13,47,108,340
"Hombres (019)",6214,4153,312,95,1256,98,11,26,108,155
"Mujeres (020)",9509,4136,147,64,4816,138,2,21,,185
"De 06 a 14 años (021)",5776,5517,,,184,34,,3,,38
"Hombres (022)",2955,2829,,,98,13,,,,15
"Mujeres (023)",2821,2688,,,86,21,,3,,23
"De 15 a 29 años (024)",4496,2718,5,31,1518,,6,7,108,103
"Hombres (025)",1816,1310,3,13,315,,4,5,108,58
"Mujeres (026)",2680,1408,2,18,1203,,2,2,,45
"De 30 a 44 años (027)",1798,31,20,24,1634,,2,8,,79
"Hombres (028)",320,10,13,18,244,,2,4,,29
"Mujeres (029)",1478,21,7,6,1390,,,4,,50
"De 45 a 64 años (030)",1730,16,123,39,1482,6,2,11,,51
"Hombres (031)",381,3,75,25,245,3,2,8,,20
"Mujeres (032)",1349,13,48,14,1237,3,,3,,31
"De 65 y más años (033)",1923,7,311,65,1254,196,3,18,,69
"Hombres (034)",742,1,221,39,354,82,3,9,,33
"Mujeres (035)",1181,6,90,26,900,114,,9,,36
,,,,,,,,,,
"AREA RURAL (036)",17070,8458,121,128,7795,186,20,58,2,302
"Hombres (037)",6201,4326,77,83,1429,86,15,32,2,151
"Mujeres (038)",10869,4132,44,45,6366,100,5,26,,151
"De 06 a 14 años (039)",6951,6655,,,193,42,1,3,,57
"Hombres (040)",3435,3324,,,68,11,1,2,,29
"Mujeres (041)",3516,3331,,,125,31,,1,,28
"De 15 a 29 años (042)",4228,1767,4,39,2334,,9,11,2,62
"Hombres (043)",1490,992,,24,427,,7,8,2,30
"Mujeres (044)",2738,775,4,15,1907,,2,3,,32
"De 30 a 44 años (045)",2251,22,5,31,2118,,7,6,,62
"Hombres (046)",378,7,2,23,304,,5,2,,35
"Mujeres (047)",1873,15,3,8,1814,,2,4,,27
"De 45 a 64 años (048)",2022,13,38,28,1870,2,3,10,,58
"Hombres (049)",376,3,20,17,293,1,2,7,,33
"Mujeres (050)",1646,10,18,11,1577,1,1,3,,25
"De 65 y más años (051)",1618,1,74,30,1280,142,,28,,63
"Hombres (052)",522,,55,19,337,74,,13,,24
"Mujeres (053)",1096,1,19,11,943,68,,15,,39
