"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",16178,2961,3084,2761,2299,1782,3291
"Católica (001)",14469,2630,2764,2462,2047,1583,2983
"Cristiana/Evangélica (002)",1643,321,314,286,243,189,290
"Otra (003)",26,4,2,5,3,1,11
"Ninguna (004)",40,6,4,8,6,9,7
"Hombres (006)",7857,1524,1544,1346,1141,841,1461
"Católica (007)",7056,1363,1399,1200,1027,748,1319
"Cristiana/Evangélica (008)",762,156,141,138,109,84,134
"Otra (009)",10,,1,3,1,1,4
"Ninguna (010)",29,5,3,5,4,8,4
"Mujeres (012)",8321,1437,1540,1415,1158,941,1830
"Católica (013)",7413,1267,1365,1262,1020,835,1664
"Cristiana/Evangélica (014)",881,165,173,148,134,105,156
"Otra (015)",16,4,1,2,2,,7
"Ninguna (016)",11,1,1,3,2,1,3
,,,,,,,
"URBANA (018)",2185,359,340,429,386,258,413
"Católica (019)",1962,321,306,385,343,235,372
"Cristiana/Evangélica (020)",200,34,33,39,38,20,36
"Otra (021)",8,1,,1,2,,4
"Ninguna (022)",15,3,1,4,3,3,1
"Hombres (024)",1092,176,172,219,205,126,194
"Católica (025)",988,158,156,200,186,113,175
"Cristiana/Evangélica (026)",89,15,15,16,16,10,17
"Otra (027)",2,,,,1,,1
"Ninguna (028)",13,3,1,3,2,3,1
"Mujeres (030)",1093,183,168,210,181,132,219
"Católica (031)",974,163,150,185,157,122,197
"Cristiana/Evangélica (032)",111,19,18,23,22,10,19
"Otra (033)",6,1,,1,1,,3
"Ninguna (034)",2,,,1,1,,
,,,,,,,
"RURAL (036)",13993,2602,2744,2332,1913,1524,2878
"Católica (037)",12507,2309,2458,2077,1704,1348,2611
"Cristiana/Evangélica (038)",1443,287,281,247,205,169,254
"Otra (039)",18,3,2,4,1,1,7
"Ninguna (040)",25,3,3,4,3,6,6
"Hombres (042)",6765,1348,1372,1127,936,715,1267
"Católica (043)",6068,1205,1243,1000,841,635,1144
"Cristiana/Evangélica (044)",673,141,126,122,93,74,117
"Otra (045)",8,,1,3,,1,3
"Ninguna (046)",16,2,2,2,2,5,3
"Mujeres (048)",7228,1254,1372,1205,977,809,1611
"Católica (049)",6439,1104,1215,1077,863,713,1467
"Cristiana/Evangélica (050)",770,146,155,125,112,95,137
"Otra (051)",10,3,1,1,1,,4
"Ninguna (052)",9,1,1,2,1,1,3
