"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia COTABAMBAS (000)",8520,165,2451,3237,2046,621
"Empleado (001)",1476,6,438,754,266,12
"Obrero (002)",1373,8,474,519,305,67
"Trabajador independiente (003)",3033,13,678,1108,886,348
"Empleador o patrono (004)",38,,14,11,10,3
"Trabajador familiar no remunerado (005)",1447,102,418,429,359,139
"Trabajador del hogar (006)",155,15,67,39,23,11
"Desocupado (008)",998,21,362,377,197,41
"Hombres (009)",6385,91,1760,2418,1623,493
"Empleado (010)",965,2,257,490,206,10
"Obrero (011)",1244,7,419,481,276,61
"Trabajador independiente (012)",2355,9,501,849,720,276
"Empleador o patrono (013)",23,,9,6,6,2
"Trabajador familiar no remunerado (014)",928,62,263,260,240,103
"Trabajador del hogar (015)",19,1,7,5,3,3
"Desocupado (017)",851,10,304,327,172,38
"Mujeres (018)",2135,74,691,819,423,128
"Empleado (019)",511,4,181,264,60,2
"Obrero (020)",129,1,55,38,29,6
"Trabajador independiente (021)",678,4,177,259,166,72
"Empleador o patrono (022)",15,,5,5,4,1
"Trabajador familiar no remunerado (023)",519,40,155,169,119,36
"Trabajador del hogar (024)",136,14,60,34,20,8
"Desocupado (026)",147,11,58,50,25,3
,,,,,,
"URBANA (027)",3673,62,1050,1576,808,177
"Empleado (028)",1245,5,345,662,222,11
"Obrero (029)",716,5,233,308,142,28
"Trabajador independiente (030)",1057,11,240,412,293,101
"Empleador o patrono (031)",22,,6,6,8,2
"Trabajador familiar no remunerado (032)",345,24,98,99,97,27
"Trabajador del hogar (033)",71,14,42,10,5,
"Desocupado (035)",217,3,86,79,41,8
"Hombres (036)",2508,30,679,1073,600,126
"Empleado (037)",804,2,195,429,169,9
"Obrero (038)",657,4,210,289,129,25
"Trabajador independiente (039)",666,7,143,241,209,66
"Empleador o patrono (040)",16,,5,4,6,1
"Trabajador familiar no remunerado (041)",192,15,55,50,54,18
"Trabajador del hogar (042)",13,1,6,4,2,
"Desocupado (044)",160,1,65,56,31,7
"Mujeres (045)",1165,32,371,503,208,51
"Empleado (046)",441,3,150,233,53,2
"Obrero (047)",59,1,23,19,13,3
"Trabajador independiente (048)",391,4,97,171,84,35
"Empleador o patrono (049)",6,,1,2,2,1
"Trabajador familiar no remunerado (050)",153,9,43,49,43,9
"Trabajador del hogar (051)",58,13,36,6,3,
"Desocupado (053)",57,2,21,23,10,1
,,,,,,
"RURAL (054)",4847,103,1401,1661,1238,444
"Empleado (055)",231,1,93,92,44,1
"Obrero (056)",657,3,241,211,163,39
"Trabajador independiente (057)",1976,2,438,696,593,247
"Empleador o patrono (058)",16,,8,5,2,1
"Trabajador familiar no remunerado (059)",1102,78,320,330,262,112
"Trabajador del hogar (060)",84,1,25,29,18,11
"Desocupado (062)",781,18,276,298,156,33
"Hombres (063)",3877,61,1081,1345,1023,367
"Empleado (064)",161,,62,61,37,1
"Obrero (065)",587,3,209,192,147,36
"Trabajador independiente (066)",1689,2,358,608,511,210
"Empleador o patrono (067)",7,,4,2,,1
"Trabajador familiar no remunerado (068)",736,47,208,210,186,85
"Trabajador del hogar (069)",6,,1,1,1,3
"Desocupado (071)",691,9,239,271,141,31
"Mujeres (072)",970,42,320,316,215,77
"Empleado (073)",70,1,31,31,7,
"Obrero (074)",70,,32,19,16,3
"Trabajador independiente (075)",287,,80,88,82,37
"Empleador o patrono (076)",9,,4,3,2,
"Trabajador familiar no remunerado (077)",366,31,112,120,76,27
"Trabajador del hogar (078)",78,1,24,28,17,8
"Desocupado (080)",90,9,37,27,15,2
