"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",14944,14491,4031,1529,1512,1404,2443,1785,1082,705,453,48058
"De 12 a 14 años (001)",1927,1903,1893,9,1,,,,,,24,11
"De 15 a 19 años (002)",1935,1873,1498,309,51,11,4,,,,62,460
"De 20 a 24 años (003)",1636,1484,300,550,417,154,54,9,,,152,2134
"De 25 a 29 años (004)",1563,1465,66,246,424,349,340,34,6,,98,3846
"De 30 a 34 años (005)",1486,1455,36,119,228,305,533,197,35,2,31,5412
"De 35 a 39 años (006)",1349,1332,30,63,121,188,476,313,109,32,17,6261
"De 40 a 44 años (007)",1173,1156,28,53,75,107,289,326,194,84,17,6445
"De 45 a 49 años (008)",929,917,29,38,45,66,185,246,206,102,12,5610
"De 50 y más años (009)",2946,2906,151,142,150,224,562,660,532,485,40,17879
"PEA (010)",5113,4909,834,662,613,565,962,674,387,212,204,17792
"De 12 a 14 años (011)",151,148,145,3,,,,,,,3,3
"De 15 a 19 años (012)",540,519,388,107,16,4,4,,,,21,167
"De 20 a 24 años (013)",675,606,136,237,154,61,14,4,,,69,813
"De 25 a 29 años (014)",632,578,44,109,167,122,124,12,,,54,1411
"De 30 a 34 años (015)",590,571,24,60,99,128,186,57,17,,19,1972
"De 35 a 39 años (016)",594,581,16,39,65,86,193,123,48,11,13,2593
"De 40 a 44 años (017)",502,495,11,22,45,59,136,132,67,23,7,2532
"De 45 a 49 años (018)",407,400,19,16,22,31,92,117,71,32,7,2269
"De 50 y más años (019)",1022,1011,51,69,45,74,213,229,184,146,11,6032
"Ocupada (020)",5007,4814,795,642,595,561,953,673,384,211,193,17643
"De 12 a 14 años (021)",146,143,140,3,,,,,,,3,3
