"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CUTERVO (000)",47,41,6
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",13,13,
"Casa pensión (003)",3,3,
"Hospital, clinica (004)",5,5,
"Cárcel, centro de readaptación social (005)",2,2,
"Otro (008)",18,13,5
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",6,5,1
