"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHINCHA (000)",3117,754,2363
"Sin nivel (001)",52,13,39
"Educación inicial (002)",1,,1
"Primaria (003)",472,70,402
"Secundaria (004)",1529,400,1129
"Superior no univ. incompleta (005)",260,69,191
"Superior no univ. completa (006)",439,99,340
"Superior univ. incompleta (007)",119,38,81
"Superior univ. completa (008)",245,65,180
"De 14 a 29 años (010)",1713,626,1087
"Sin nivel (011)",25,12,13
"Educación inicial (012)",1,,1
"Primaria (013)",140,45,95
"Secundaria (014)",888,340,548
"Superior no univ. incompleta (015)",176,58,118
"Superior no univ. completa (016)",261,87,174
"Superior univ. incompleta (017)",83,36,47
"Superior univ. completa (018)",139,48,91
"De 30 a 44 años (020)",817,108,709
"Sin nivel (021)",7,1,6
"Primaria (023)",117,16,101
"Secundaria (024)",397,53,344
"Superior no univ. incompleta (025)",64,10,54
"Superior no univ. completa (026)",135,11,124
"Superior univ. incompleta (027)",23,2,21
"Superior univ. completa (028)",74,15,59
"De 45 a 64 años (030)",481,20,461
"Sin nivel (031)",9,,9
"Primaria (033)",152,9,143
"Secundaria (034)",223,7,216
"Superior no univ. incompleta (035)",16,1,15
"Superior no univ. completa (036)",39,1,38
"Superior univ. incompleta (037)",12,,12
"Superior univ. completa (038)",30,2,28
"De 65 y más años (040)",106,,106
"Sin nivel (041)",11,,11
"Primaria (043)",63,,63
"Secundaria (044)",21,,21
"Superior no univ. incompleta (045)",4,,4
"Superior no univ. completa (046)",4,,4
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",2888,681,2207
"Sin nivel (051)",49,11,38
"Educación inicial (052)",1,,1
"Primaria (053)",423,63,360
"Secundaria (054)",1408,357,1051
"Superior no univ. incompleta (055)",248,65,183
"Superior no univ. completa (056)",407,86,321
"Superior univ. incompleta (057)",117,38,79
"Superior univ. completa (058)",235,61,174
"De 14 a 29 años (060)",1574,557,1017
"Sin nivel (061)",22,10,12
"Educación inicial (062)",1,,1
"Primaria (063)",126,40,86
"Secundaria (064)",809,298,511
"Superior no univ. incompleta (065)",168,54,114
"Superior no univ. completa (066)",235,75,160
"Superior univ. incompleta (067)",81,36,45
"Superior univ. completa (068)",132,44,88
"De 30 a 44 años (070)",772,106,666
"Sin nivel (071)",7,1,6
"Primaria (073)",109,16,93
"Secundaria (074)",373,52,321
"Superior no univ. incompleta (075)",60,10,50
"Superior no univ. completa (076)",129,10,119
"Superior univ. incompleta (077)",23,2,21
"Superior univ. completa (078)",71,15,56
"De 45 a 64 años (080)",447,18,429
"Sin nivel (081)",9,,9
"Primaria (083)",134,7,127
"Secundaria (084)",207,7,200
"Superior no univ. incompleta (085)",16,1,15
"Superior no univ. completa (086)",39,1,38
"Superior univ. incompleta (087)",12,,12
"Superior univ. completa (088)",30,2,28
"De 65 y más años (090)",95,,95
"Sin nivel (091)",11,,11
"Primaria (093)",54,,54
"Secundaria (094)",19,,19
"Superior no univ. incompleta (095)",4,,4
"Superior no univ. completa (096)",4,,4
"Superior univ. incompleta (097)",1,,1
"Superior univ. completa (098)",2,,2
,,,
"AREA RURAL (100)",229,73,156
"Sin nivel (101)",3,2,1
"Primaria (103)",49,7,42
"Secundaria (104)",121,43,78
"Superior no univ. incompleta (105)",12,4,8
"Superior no univ. completa (106)",32,13,19
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",10,4,6
"De 14 a 29 años (110)",139,69,70
"Sin nivel (111)",3,2,1
"Primaria (113)",14,5,9
"Secundaria (114)",79,42,37
"Superior no univ. incompleta (115)",8,4,4
"Superior no univ. completa (116)",26,12,14
"Superior univ. incompleta (117)",2,,2
"Superior univ. completa (118)",7,4,3
"De 30 a 44 años (120)",45,2,43
"Primaria (123)",8,,8
"Secundaria (124)",24,1,23
"Superior no univ. incompleta (125)",4,,4
"Superior no univ. completa (126)",6,1,5
"Superior univ. completa (128)",3,,3
"De 45 a 64 años (130)",34,2,32
"Primaria (133)",18,2,16
"Secundaria (134)",16,,16
"De 65 y más años (140)",11,,11
"Primaria (143)",9,,9
"Secundaria (144)",2,,2
