"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LA MAR",,,,,,,
"Viviendas particulares (001)",21192,2709,657,458,16201,827,340
"Ocupantes presentes (002)",83157,9466,2487,2032,65135,2738,1299
"Casa independiente",,,,,,,
"Viviendas particulares (004)",18588,2350,435,400,14463,653,287
"Ocupantes presentes (005)",73707,8269,1734,1783,58647,2178,1096
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",42,35,,,2,,5
"Ocupantes presentes (008)",116,83,,,5,,28
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",161,97,,5,53,5,1
"Ocupantes presentes (011)",580,338,,18,209,9,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",111,66,,2,26,15,2
"Ocupantes presentes (014)",399,228,,17,114,37,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2185,107,222,51,1624,138,43
"Ocupantes presentes (017)",7991,378,753,214,6039,453,154
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",42,18,,,12,11,1
"Ocupantes presentes (020)",182,70,,,53,50,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",49,27,,,18,4,
"Ocupantes presentes (023)",140,71,,,62,7,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",14,9,,,3,1,1
"Ocupantes presentes (026)",42,29,,,6,4,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",8294,1944,310,291,5407,220,122
"Ocupantes presentes (029)",33800,6941,1323,1336,23009,716,475
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7886,1695,310,284,5299,185,113
"Ocupantes presentes (032)",32371,6131,1323,1301,22577,610,429
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",42,35,,,2,,5
"Ocupantes presentes (035)",116,83,,,5,,28
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",161,97,,5,53,5,1
"Ocupantes presentes (038)",580,338,,18,209,9,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",111,66,,2,26,15,2
"Ocupantes presentes (041)",399,228,,17,114,37,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",42,18,,,12,11,1
"Ocupantes presentes (047)",182,70,,,53,50,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",40,25,,,12,3,
"Ocupantes presentes (050)",117,66,,,45,6,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",12,8,,,3,1,
"Ocupantes presentes (053)",35,25,,,6,4,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",12898,765,347,167,10794,607,218
"Ocupantes presentes (056)",49357,2525,1164,696,42126,2022,824
"Casa independiente",,,,,,,
"Viviendas particulares (058)",10702,655,125,116,9164,468,174
"Ocupantes presentes (059)",41336,2138,411,482,36070,1568,667
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2185,107,222,51,1624,138,43
"Ocupantes presentes (071)",7991,378,753,214,6039,453,154
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",9,2,,,6,1,
"Ocupantes presentes (077)",23,5,,,17,1,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,1,,,,,1
"Ocupantes presentes (080)",7,4,,,,,3
