"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PURUS",,,,,,,
"Viviendas particulares (001)",736,3,4,37,375,131,186
"Ocupantes presentes (002)",3527,14,12,140,1837,648,876
"Casa independiente",,,,,,,
"Viviendas particulares (004)",722,3,4,35,372,128,180
"Ocupantes presentes (005)",3479,14,12,136,1826,641,850
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2,,,,,,2
"Ocupantes presentes (017)",5,,,,,,5
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,,,,1,,3
"Ocupantes presentes (020)",20,,,,3,,17
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,,,2,2,3,1
"Ocupantes presentes (023)",23,,,4,8,7,4
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",249,3,4,27,173,11,31
"Ocupantes presentes (029)",1069,14,12,107,737,55,144
"Casa independiente",,,,,,,
"Viviendas particulares (031)",242,3,4,27,170,11,27
"Ocupantes presentes (032)",1037,14,12,107,726,55,123
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,,,,1,,3
"Ocupantes presentes (047)",20,,,,3,,17
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",3,,,,2,,1
"Ocupantes presentes (050)",12,,,,8,,4
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",487,,,10,202,120,155
"Ocupantes presentes (056)",2458,,,33,1100,593,732
"Casa independiente",,,,,,,
"Viviendas particulares (058)",480,,,8,202,117,153
"Ocupantes presentes (059)",2442,,,29,1100,586,727
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2,,,,,,2
"Ocupantes presentes (071)",5,,,,,,5
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,2,,3,
"Ocupantes presentes (077)",11,,,4,,7,
"Otro tipo",,,,,,,
