"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BARRANCA (000)",50480,32457,5848,4988,7187
"Sin nivel (001)",1699,1222,234,120,123
"Educación inicial (002)",41,27,8,4,2
"Primaria (003)",11436,8271,1322,877,966
"Secundaria (004)",23319,16093,2824,1983,2419
"Superior no univ. incompleta (005)",2429,1554,284,239,352
"Superior no univ. completa (006)",3509,1854,325,393,937
"Superior univ. incompleta (007)",2641,1570,303,283,485
"Superior univ. completa (008)",5406,1866,548,1089,1903
"De 06 a 14 años (010)",426,325,53,37,11
"Sin nivel (011)",9,6,1,1,1
"Educación inicial (012)",6,4,1,1,
"Primaria (013)",261,195,34,25,7
"Secundaria (014)",150,120,17,10,3
"De 15 a 29 años (020)",16351,9991,2328,1734,2298
"Sin nivel (021)",138,73,29,15,21
"Educación inicial (022)",24,14,6,3,1
"Primaria (023)",1994,1179,313,207,295
"Secundaria (024)",9660,6362,1386,883,1029
"Superior no univ. incompleta (025)",1052,637,154,120,141
"Superior no univ. completa (026)",1034,558,121,115,240
"Superior univ. incompleta (027)",1156,681,152,137,186
"Superior univ. completa (028)",1293,487,167,254,385
"De 30 a 44 años (030)",18347,11303,2033,2034,2977
"Sin nivel (031)",448,283,75,37,53
"Educación inicial (032)",11,9,1,,1
"Primaria (033)",3088,2070,407,281,330
"Secundaria (034)",8612,6032,971,748,861
"Superior no univ. incompleta (035)",922,612,82,87,141
"Superior no univ. completa (036)",1702,874,151,217,460
"Superior univ. incompleta (037)",960,570,95,101,194
"Superior univ. completa (038)",2604,853,251,563,937
"De 45 a 64 años (040)",13189,9023,1267,1096,1803
"Sin nivel (041)",769,579,99,52,39
"Primaria (043)",4790,3699,481,315,295
"Secundaria (044)",4544,3295,416,328,505
"Superior no univ. incompleta (045)",419,274,46,31,68
"Superior no univ. completa (046)",740,397,51,60,232
"Superior univ. incompleta (047)",500,302,53,44,101
"Superior univ. completa (048)",1427,477,121,266,563
"De 65 y más años (050)",2167,1815,167,87,98
"Sin nivel (051)",335,281,30,15,9
"Primaria (053)",1303,1128,87,49,39
"Secundaria (054)",353,284,34,14,21
"Superior no univ. incompleta (055)",36,31,2,1,2
"Superior no univ. completa (056)",33,25,2,1,5
