"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MOHO (000)",482,7,251,138,56,30
"Sin nivel (001)",33,,2,11,6,14
"Primaria (003)",117,4,36,36,28,13
"Secundaria (004)",272,3,182,68,17,2
"Superior no univ. incompleta (005)",19,,11,6,2,
"Superior no univ. completa (006)",21,,13,7,1,
"Superior univ. incompleta (007)",5,,,3,1,1
"Superior univ. completa (008)",15,,7,7,1,
"Hombres (010)",380,4,188,119,46,23
"Sin nivel (011)",20,,2,8,2,8
"Primaria (013)",91,2,24,28,24,13
"Secundaria (014)",224,2,139,64,17,2
"Superior no univ. incompleta (015)",12,,7,5,,
"Superior no univ. completa (016)",17,,11,5,1,
"Superior univ. incompleta (017)",4,,,3,1,
"Superior univ. completa (018)",12,,5,6,1,
"Mujeres (020)",102,3,63,19,10,7
"Sin nivel (021)",13,,,3,4,6
"Primaria (023)",26,2,12,8,4,
"Secundaria (024)",48,1,43,4,,
"Superior no univ. incompleta (025)",7,,4,1,2,
"Superior no univ. completa (026)",4,,2,2,,
"Superior univ. incompleta (027)",1,,,,,1
"Superior univ. completa (028)",3,,2,1,,
,,,,,,
"Area Urbana (030)",207,2,100,68,25,12
"Sin nivel (031)",17,,2,7,3,5
"Primaria (033)",42,1,8,17,11,5
"Secundaria (034)",116,1,73,33,8,1
"Superior no univ. incompleta (035)",10,,5,4,1,
"Superior no univ. completa (036)",13,,9,3,1,
"Superior univ. incompleta (037)",3,,,1,1,1
"Superior univ. completa (038)",6,,3,3,,
"Hombres (040)",162,1,73,58,22,8
"Sin nivel (041)",11,,2,5,2,2
"Primaria (043)",32,1,5,11,10,5
"Secundaria (044)",93,,53,31,8,1
"Superior no univ. incompleta (045)",6,,2,4,,
"Superior no univ. completa (046)",12,,8,3,1,
"Superior univ. incompleta (047)",2,,,1,1,
"Superior univ. completa (048)",6,,3,3,,
"Mujeres (050)",45,1,27,10,3,4
"Sin nivel (051)",6,,,2,1,3
"Primaria (053)",10,,3,6,1,
"Secundaria (054)",23,1,20,2,,
"Superior no univ. incompleta (055)",4,,3,,1,
"Superior no univ. completa (056)",1,,1,,,
"Superior univ. incompleta (057)",1,,,,,1
,,,,,,
"Area Rural (060)",275,5,151,70,31,18
"Sin nivel (061)",16,,,4,3,9
"Primaria (063)",75,3,28,19,17,8
"Secundaria (064)",156,2,109,35,9,1
"Superior no univ. incompleta (065)",9,,6,2,1,
"Superior no univ. completa (066)",8,,4,4,,
"Superior univ. incompleta (067)",2,,,2,,
"Superior univ. completa (068)",9,,4,4,1,
"Hombres (070)",218,3,115,61,24,15
"Sin nivel (071)",9,,,3,,6
"Primaria (073)",59,1,19,17,14,8
"Secundaria (074)",131,2,86,33,9,1
"Superior no univ. incompleta (075)",6,,5,1,,
"Superior no univ. completa (076)",5,,3,2,,
"Superior univ. incompleta (077)",2,,,2,,
"Superior univ. completa (078)",6,,2,3,1,
"Mujeres (080)",57,2,36,9,7,3
"Sin nivel (081)",7,,,1,3,3
"Primaria (083)",16,2,9,2,3,
"Secundaria (084)",25,,23,2,,
"Superior no univ. incompleta (085)",3,,1,1,1,
"Superior no univ. completa (086)",3,,1,2,,
"Superior univ. completa (088)",3,,2,1,,
