"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONDESUYOS (000)",14699,2484,3370,636,8380
"Conviviente (001)",4052,484,907,153,2573
"Separado(a) (002)",261,43,38,14,171
"Casado(a) (003)",4715,537,1486,261,2490
"Viudo(a) (004)",689,102,55,21,511
"Divorciado(a) (005)",60,5,9,2,44
"Soltero(a) (006)",4922,1313,875,185,2591
"Hombres (008)",8344,1098,2506,467,4430
"Conviviente (009)",2348,184,778,129,1320
"Separado(a) (010)",133,15,26,9,86
"Casado(a) (011)",2721,244,1058,188,1283
"Viudo(a) (012)",181,27,16,6,132
"Divorciado(a) (013)",40,1,6,2,31
"Soltero(a) (014)",2921,627,622,133,1578
"Mujeres (016)",6355,1386,864,169,3950
"Conviviente (017)",1704,300,129,24,1253
"Separado(a) (018)",128,28,12,5,85
"Casado(a) (019)",1994,293,428,73,1207
"Viudo(a) (020)",508,75,39,15,379
"Divorciado(a) (021)",20,4,3,,13
"Soltero(a) (022)",2001,686,253,52,1013
,,,,,
"URBANA (024)",5946,852,1580,367,3176
"Conviviente (025)",1377,150,258,67,906
"Separado(a) (026)",113,12,28,9,66
"Casado(a) (027)",1918,111,781,153,885
"Viudo(a) (028)",262,24,39,14,185
"Divorciado(a) (029)",25,1,6,1,17
"Soltero(a) (030)",2251,554,468,123,1117
"Hombres (032)",3037,378,894,242,1540
"Conviviente (033)",689,45,168,53,425
"Separado(a) (034)",51,2,16,6,27
"Casado(a) (035)",1013,53,437,99,430
"Viudo(a) (036)",48,3,7,4,34
"Divorciado(a) (037)",18,,5,1,12
"Soltero(a) (038)",1218,275,261,79,612
"Mujeres (040)",2909,474,686,125,1636
"Conviviente (041)",688,105,90,14,481
"Separado(a) (042)",62,10,12,3,39
"Casado(a) (043)",905,58,344,54,455
"Viudo(a) (044)",214,21,32,10,151
"Divorciado(a) (045)",7,1,1,,5
"Soltero(a) (046)",1033,279,207,44,505
,,,,,
"RURAL (048)",8753,1632,1790,269,5204
"Conviviente (049)",2675,334,649,86,1667
"Separado(a) (050)",148,31,10,5,105
"Casado(a) (051)",2797,426,705,108,1605
"Viudo(a) (052)",427,78,16,7,326
"Divorciado(a) (053)",35,4,3,1,27
"Soltero(a) (054)",2671,759,407,62,1474
"Hombres (056)",5307,720,1612,225,2890
"Conviviente (057)",1659,139,610,76,895
"Separado(a) (058)",82,13,10,3,59
"Casado(a) (059)",1708,191,621,89,853
"Viudo(a) (060)",133,24,9,2,98
"Divorciado(a) (061)",22,1,1,1,19
"Soltero(a) (062)",1703,352,361,54,966
"Mujeres (064)",3446,912,178,44,2314
"Conviviente (065)",1016,195,39,10,772
"Separado(a) (066)",66,18,,2,46
"Casado(a) (067)",1089,235,84,19,752
"Viudo(a) (068)",294,54,7,5,228
"Divorciado(a) (069)",13,3,2,,8
"Soltero(a) (070)",968,407,46,8,508
