"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,,
"Viviendas particulares (001)",7866,703,1147,311,2,492,5014,146,51
"Ocupantes presentes (002)",34003,2968,4679,1285,8,2133,22305,461,164
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7062,703,1144,298,2,439,4286,141,49
"Ocupantes presentes (005)",30361,2968,4671,1231,8,1903,18983,440,157
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,,3,,,,6,,
"Ocupantes presentes (014)",17,,8,,,,9,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",782,,,13,,52,710,5,2
"Ocupantes presentes (017)",3570,,,54,,226,3262,21,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,,3,,
"Ocupantes presentes (020)",10,,,,,,10,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,,,,,,8,,
"Ocupantes presentes (023)",40,,,,,,40,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,1,1,,
"Ocupantes presentes (026)",5,,,,,4,1,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2024,592,845,50,1,33,373,96,34
"Ocupantes presentes (029)",7873,2461,3308,216,2,121,1362,302,101
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2010,592,842,50,1,32,363,96,34
"Ocupantes presentes (032)",7839,2461,3300,216,2,117,1340,302,101
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,,3,,,,6,,
"Ocupantes presentes (041)",17,,8,,,,9,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,,3,,
"Ocupantes presentes (047)",10,,,,,,10,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,1,,
"Ocupantes presentes (050)",3,,,,,,3,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,1,,,
"Ocupantes presentes (053)",4,,,,,4,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5842,111,302,261,1,459,4641,50,17
"Ocupantes presentes (056)",26130,507,1371,1069,6,2012,20943,159,63
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5052,111,302,248,1,407,3923,45,15
"Ocupantes presentes (059)",22522,507,1371,1015,6,1786,17643,138,56
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",782,,,13,,52,710,5,2
"Ocupantes presentes (071)",3570,,,54,,226,3262,21,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",7,,,,,,7,,
"Ocupantes presentes (077)",37,,,,,,37,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
