"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CONDESUYOS (000)",12600,12175,425
"Hombres (001)",7320,7155,165
"Mujeres (002)",5280,5020,260
"De 18 a 29 años (003)",3815,3611,204
"Hombres (004)",2332,2217,115
"Mujeres (005)",1483,1394,89
"De 30 a 44 años (006)",4225,4196,29
"Hombres (007)",2607,2593,14
"Mujeres (008)",1618,1603,15
"De 45 a 64 años (009)",2997,2960,37
"Hombres (010)",1681,1670,11
"Mujeres (011)",1316,1290,26
"De 65 y más años (012)",1563,1408,155
"Hombres (013)",700,675,25
"Mujeres (014)",863,733,130
,,,
"URBANA (015)",4876,4745,131
"Hombres (016)",2509,2467,42
"Mujeres (017)",2367,2278,89
"De 18 a 29 años (018)",1384,1324,60
"Hombres (019)",730,701,29
"Mujeres (020)",654,623,31
"De 30 a 44 años (021)",1625,1618,7
"Hombres (022)",822,821,1
"Mujeres (023)",803,797,6
"De 45 a 64 años (024)",1287,1273,14
"Hombres (025)",718,712,6
"Mujeres (026)",569,561,8
"De 65 y más años (027)",580,530,50
"Hombres (028)",239,233,6
"Mujeres (029)",341,297,44
,,,
"RURAL (030)",7724,7430,294
"Hombres (031)",4811,4688,123
"Mujeres (032)",2913,2742,171
"De 18 a 29 años (033)",2431,2287,144
"Hombres (034)",1602,1516,86
"Mujeres (035)",829,771,58
"De 30 a 44 años (036)",2600,2578,22
"Hombres (037)",1785,1772,13
"Mujeres (038)",815,806,9
"De 45 a 64 años (039)",1710,1687,23
"Hombres (040)",963,958,5
"Mujeres (041)",747,729,18
"De 65 y más años (042)",983,878,105
"Hombres (043)",461,442,19
"Mujeres (044)",522,436,86
