"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ZARUMILLA (000)",15599,232,5858,5606,3331,572
"Empleado (001)",3789,46,1673,1369,662,39
"Obrero (002)",2339,18,1012,830,423,56
"Trabajador independiente (003)",8031,72,2558,2987,1984,430
"Empleador o patrono (004)",344,1,95,127,99,22
"Trabajador familiar no remunerado (005)",702,82,321,178,99,22
"Trabajador del hogar (006)",394,13,199,115,64,3
"Hombres (008)",11487,171,4284,4035,2508,489
"Empleado (009)",2287,30,932,830,467,28
"Obrero (010)",2188,15,948,782,391,52
"Trabajador independiente (011)",6335,64,2102,2256,1536,377
"Empleador o patrono (012)",268,1,75,93,80,19
"Trabajador familiar no remunerado (013)",384,58,210,72,31,13
"Trabajador del hogar (014)",25,3,17,2,3,
"Mujeres (016)",4112,61,1574,1571,823,83
"Empleado (017)",1502,16,741,539,195,11
"Obrero (018)",151,3,64,48,32,4
"Trabajador independiente (019)",1696,8,456,731,448,53
"Empleador o patrono (020)",76,,20,34,19,3
"Trabajador familiar no remunerado (021)",318,24,111,106,68,9
"Trabajador del hogar (022)",369,10,182,113,61,3
,,,,,,
"URBANA (024)",14268,211,5379,5166,3047,465
"Empleado (025)",3685,46,1639,1315,647,38
"Obrero (026)",2076,13,890,737,387,49
"Trabajador independiente (027)",7228,69,2334,2724,1764,337
"Empleador o patrono (028)",332,1,91,126,96,18
"Trabajador familiar no remunerado (029)",569,69,236,154,90,20
"Trabajador del hogar (030)",378,13,189,110,63,3
"Hombres (032)",10301,154,3854,3659,2248,386
"Empleado (033)",2219,30,909,798,455,27
"Obrero (034)",1933,10,829,694,355,45
"Trabajador independiente (035)",5591,62,1895,2017,1329,288
"Empleador o patrono (036)",256,1,71,92,77,15
"Trabajador familiar no remunerado (037)",278,48,134,56,29,11
"Trabajador del hogar (038)",24,3,16,2,3,
"Mujeres (040)",3967,57,1525,1507,799,79
"Empleado (041)",1466,16,730,517,192,11
"Obrero (042)",143,3,61,43,32,4
"Trabajador independiente (043)",1637,7,439,707,435,49
"Empleador o patrono (044)",76,,20,34,19,3
"Trabajador familiar no remunerado (045)",291,21,102,98,61,9
"Trabajador del hogar (046)",354,10,173,108,60,3
,,,,,,
"RURAL (048)",1331,21,479,440,284,107
"Empleado (049)",104,,34,54,15,1
"Obrero (050)",263,5,122,93,36,7
"Trabajador independiente (051)",803,3,224,263,220,93
"Empleador o patrono (052)",12,,4,1,3,4
"Trabajador familiar no remunerado (053)",133,13,85,24,9,2
"Trabajador del hogar (054)",16,,10,5,1,
"Hombres (056)",1186,17,430,376,260,103
"Empleado (057)",68,,23,32,12,1
"Obrero (058)",255,5,119,88,36,7
"Trabajador independiente (059)",744,2,207,239,207,89
"Empleador o patrono (060)",12,,4,1,3,4
"Trabajador familiar no remunerado (061)",106,10,76,16,2,2
"Trabajador del hogar (062)",1,,1,,,
"Mujeres (064)",145,4,49,64,24,4
"Empleado (065)",36,,11,22,3,
"Obrero (066)",8,,3,5,,
"Trabajador independiente (067)",59,1,17,24,13,4
"Trabajador familiar no remunerado (069)",27,3,9,8,7,
"Trabajador del hogar (070)",15,,9,5,1,
