"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAMANGA (000)",83996,198695,178210,,3879,89.7,2
"De 12 a 14 años (001)",8415,49,40,,4,81.6,8.2
"De 15 a 19 años (002)",12219,1661,1591,501,95.8,30.2,
"De 20 a 24 años (003)",11310,7431,7241,924,97.4,12.4,
"De 25 a 29 años (004)",9557,13384,13000,890,97.1,6.6,
"De 30 a 34 años (005)",8358,18642,17976,764,96.4,4.1,
"De 35 a 39 años (006)",7125,21618,20639,518,95.5,2.4,
"De 40 a 44 años (007)",6100,23724,22110,237,93.2,1,
"De 45 a 49 años (008)",4700,21225,19444,40,91.6,0.2,
"De 50 y más años (009)",16212,90961,76169,1,83.7,,
"PEA (010)",29078,68647,63761,1162,92.9,1.7,
"De 12 a 14 años (011)",383,7,5,,71.4,,
"De 15 a 19 años (012)",2174,433,416,101,96.1,23.3,
"De 20 a 24 años (013)",3814,2285,2228,230,97.5,10.1,
"De 25 a 29 años (014)",4389,4889,4745,255,97.1,5.2,
"De 30 a 34 años (015)",4219,7742,7495,276,96.8,3.6,
"De 35 a 39 años (016)",3733,9455,9125,206,96.5,2.2,
"De 40 a 44 años (017)",3122,10231,9713,82,94.9,0.8,
"De 45 a 49 años (018)",2429,9233,8642,12,93.6,0.1,
"De 50 y más años (019)",4815,24372,21392,,87.8,,
"Ocupada (020)",27771,66851,62045,1094,92.8,1.6,
"De 12 a 14 años (021)",367,7,5,,71.4,,
"De 15 a 19 años (022)",2011,401,386,93,96.3,23.2,
"De 20 a 24 años (023)",3516,2139,2087,211,97.6,9.9,
"De 25 a 29 años (024)",4101,4673,4535,239,97,5.1,
"De 30 a 34 años (025)",4022,7454,7213,264,96.8,3.5,
"De 35 a 39 años (026)",3577,9081,8757,197,96.4,2.2,
"De 40 a 44 años (027)",3050,10018,9515,79,95,0.8,
"De 45 a 49 años (028)",2382,9052,8466,11,93.5,0.1,
"De 50 y más años (029)",4745,24026,21081,,87.7,,
"Desocupada (030)",1307,1796,1716,68,95.5,3.8,
"De 12 a 14 años (031)",16,,,,,,
"De 15 a 19 años (032)",163,32,30,8,93.8,25,
"De 20 a 24 años (033)",298,146,141,19,96.6,13,
"De 25 a 29 años (034)",288,216,210,16,97.2,7.4,
