"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia SUCRE (000)",3714,40,516,60,95,229,1141,105,86,1186,6,183,67
"Agric., ganadería, caza y silvicultura (001)",2108,,1,2,,,1141,,2,962,,,
"Explotación de minas y canteras (003)",51,,,,1,,,31,,19,,,
"Industrias manufactureras (004)",68,,,1,,,,65,2,,,,
"Suministro de electricidad, gas y agua (005)",12,,,,1,,,1,,10,,,
"Construcción (006)",119,,1,2,2,,,1,50,63,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",240,,,3,1,200,,6,1,29,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",7,,,,,3,,3,1,,,,
"Comercio al por mayor (009)",9,,,2,1,5,,1,,,,,
"Comercio al por menor (010)",224,,,1,,192,,2,,29,,,
"Hoteles y restaurantes (011)",47,,,,,25,,,,22,,,
"Trans., almac. y comunicaciones (012)",37,,,,2,1,,,27,7,,,
"Intermediación financiera (013)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",20,,7,4,3,,,,,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",153,32,7,5,63,,,,4,36,6,,
"Enseñanza (016)",506,8,474,2,12,,,,,10,,,
"Servicios sociales y de salud (017)",60,,24,33,2,,,1,,,,,
"Otras activ. serv.comun.soc y personales (018)",17,,1,8,1,3,,,,4,,,
"Hogares privados con servicio doméstico (019)",18,,,,,,,,,18,,,
"Actividad economica no especificada (021)",190,,1,,6,,,,,,,183,
"Desocupado (022)",67,,,,,,,,,,,,67
"Hombres (023)",2587,31,304,43,70,60,934,92,85,783,6,126,53
"Agric., ganadería, caza y silvicultura (024)",1560,,1,1,,,934,,2,622,,,
"Explotación de minas y canteras (026)",51,,,,1,,,31,,19,,,
"Industrias manufactureras (027)",55,,,1,,,,52,2,,,,
"Suministro de electricidad, gas y agua (028)",11,,,,1,,,1,,9,,,
"Construcción (029)",117,,1,2,2,,,1,50,61,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",82,,,3,1,54,,6,1,17,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",5,,,,,1,,3,1,,,,
"Comercio al por mayor (032)",6,,,2,1,2,,1,,,,,
"Comercio al por menor (033)",71,,,1,,51,,2,,17,,,
"Hoteles y restaurantes (034)",8,,,,,5,,,,3,,,
"Trans., almac. y comunicaciones (035)",35,,,,2,,,,26,7,,,
"Intermediación financiera (036)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",15,,5,3,1,,,,,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",119,24,7,3,48,,,,4,27,6,,
"Enseñanza (039)",303,7,275,2,9,,,,,10,,,
"Servicios sociales y de salud (040)",35,,13,20,1,,,1,,,,,
"Otras activ. serv.comun.soc y personales (041)",13,,1,8,1,1,,,,2,,,
"Actividad economica no especificada (044)",129,,1,,2,,,,,,,126,
"Desocupado (045)",53,,,,,,,,,,,,53
"Mujeres (046)",1127,9,212,17,25,169,207,13,1,403,,57,14
"Agric., ganadería, caza y silvicultura (047)",548,,,1,,,207,,,340,,,
"Industrias manufactureras (050)",13,,,,,,,13,,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",2,,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",158,,,,,146,,,,12,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,,,2,,,,,,,
"Comercio al por mayor (055)",3,,,,,3,,,,,,,
"Comercio al por menor (056)",153,,,,,141,,,,12,,,
"Hoteles y restaurantes (057)",39,,,,,20,,,,19,,,
"Trans., almac. y comunicaciones (058)",2,,,,,1,,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",5,,2,1,2,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",34,8,,2,15,,,,,9,,,
"Enseñanza (062)",203,1,199,,3,,,,,,,,
"Servicios sociales y de salud (063)",25,,11,13,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",4,,,,,2,,,,2,,,
"Hogares privados con servicio doméstico (065)",18,,,,,,,,,18,,,
"Actividad economica no especificada (067)",61,,,,4,,,,,,,57,
"Desocupado (068)",14,,,,,,,,,,,,14
,,,,,,,,,,,,,
"URBANA (069)",2416,34,437,45,86,197,579,65,63,764,6,110,30
"Agric., ganadería, caza y silvicultura (070)",1204,,,2,,,579,,2,621,,,
"Explotación de minas y canteras (072)",9,,,,1,,,8,,,,,
"Industrias manufactureras (073)",52,,,,,,,50,2,,,,
"Suministro de electricidad, gas y agua (074)",5,,,,1,,,1,,3,,,
"Construcción (075)",84,,1,1,2,,,1,32,47,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",190,,,1,1,172,,4,1,11,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",6,,,,,3,,2,1,,,,
"Comercio al por mayor (078)",6,,,,1,4,,1,,,,,
"Comercio al por menor (079)",178,,,1,,165,,1,,11,,,
"Hoteles y restaurantes (080)",41,,,,,22,,,,19,,,
"Trans., almac. y comunicaciones (081)",27,,,,2,,,,22,3,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",18,,6,3,3,,,,,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",133,26,7,5,57,,,,4,28,6,,
"Enseñanza (085)",430,8,400,2,10,,,,,10,,,
"Servicios sociales y de salud (086)",50,,21,27,1,,,1,,,,,
"Otras activ. serv.comun.soc y personales (087)",10,,1,4,1,3,,,,1,,,
"Hogares privados con servicio doméstico (088)",15,,,,,,,,,15,,,
"Actividad economica no especificada (090)",117,,1,,6,,,,,,,110,
"Desocupado (091)",30,,,,,,,,,,,,30
"Hombres (092)",1566,26,255,29,64,47,459,52,62,471,6,75,20
"Agric., ganadería, caza y silvicultura (093)",838,,,1,,,459,,2,376,,,
"Explotación de minas y canteras (095)",9,,,,1,,,8,,,,,
"Industrias manufactureras (096)",39,,,,,,,37,2,,,,
"Suministro de electricidad, gas y agua (097)",5,,,,1,,,1,,3,,,
"Construcción (098)",82,,1,1,2,,,1,32,45,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",54,,,1,1,42,,4,1,5,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",4,,,,,1,,2,1,,,,
"Comercio al por mayor (101)",3,,,,1,1,,1,,,,,
"Comercio al por menor (102)",47,,,1,,40,,1,,5,,,
"Hoteles y restaurantes (103)",7,,,,,4,,,,3,,,
"Trans., almac. y comunicaciones (104)",26,,,,2,,,,21,3,,,
"Intermediación financiera (105)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",13,,4,2,1,,,,,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",104,19,7,3,45,,,,4,20,6,,
"Enseñanza (108)",257,7,231,2,7,,,,,10,,,
"Servicios sociales y de salud (109)",26,,10,15,,,,1,,,,,
"Otras activ. serv.comun.soc y personales (110)",7,,1,4,1,1,,,,,,,
"Actividad economica no especificada (113)",78,,1,,2,,,,,,,75,
"Desocupado (114)",20,,,,,,,,,,,,20
"Mujeres (115)",850,8,182,16,22,150,120,13,1,293,,35,10
"Agric., ganadería, caza y silvicultura (116)",366,,,1,,,120,,,245,,,
"Industrias manufactureras (119)",13,,,,,,,13,,,,,
"Construcción (121)",2,,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",136,,,,,130,,,,6,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,,,2,,,,,,,
"Comercio al por mayor (124)",3,,,,,3,,,,,,,
"Comercio al por menor (125)",131,,,,,125,,,,6,,,
"Hoteles y restaurantes (126)",34,,,,,18,,,,16,,,
"Trans., almac. y comunicaciones (127)",1,,,,,,,,1,,,,
"Activid.inmobil., empres. y alquileres (129)",5,,2,1,2,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",29,7,,2,12,,,,,8,,,
"Enseñanza (131)",173,1,169,,3,,,,,,,,
"Servicios sociales y de salud (132)",24,,11,12,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",3,,,,,2,,,,1,,,
"Hogares privados con servicio doméstico (134)",15,,,,,,,,,15,,,
"Actividad economica no especificada (136)",39,,,,4,,,,,,,35,
"Desocupado (137)",10,,,,,,,,,,,,10
,,,,,,,,,,,,,
"RURAL (138)",1298,6,79,15,9,32,562,40,23,422,,73,37
"Agric., ganadería, caza y silvicultura (139)",904,,1,,,,562,,,341,,,
"Explotación de minas y canteras (141)",42,,,,,,,23,,19,,,
"Industrias manufactureras (142)",16,,,1,,,,15,,,,,
"Suministro de electricidad, gas y agua (143)",7,,,,,,,,,7,,,
"Construcción (144)",35,,,1,,,,,18,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",50,,,2,,28,,2,,18,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,,,,,,1,,,,,
"Comercio al por mayor (147)",3,,,2,,1,,,,,,,
"Comercio al por menor (148)",46,,,,,27,,1,,18,,,
"Hoteles y restaurantes (149)",6,,,,,3,,,,3,,,
"Trans., almac. y comunicaciones (150)",10,,,,,1,,,5,4,,,
"Activid.inmobil., empres. y alquileres (152)",2,,1,1,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",20,6,,,6,,,,,8,,,
"Enseñanza (154)",76,,74,,2,,,,,,,,
"Servicios sociales y de salud (155)",10,,3,6,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",7,,,4,,,,,,3,,,
"Hogares privados con servicio doméstico (157)",3,,,,,,,,,3,,,
"Actividad economica no especificada (159)",73,,,,,,,,,,,73,
"Desocupado (160)",37,,,,,,,,,,,,37
"Hombres (161)",1021,5,49,14,6,13,475,40,23,312,,51,33
"Agric., ganadería, caza y silvicultura (162)",722,,1,,,,475,,,246,,,
"Explotación de minas y canteras (164)",42,,,,,,,23,,19,,,
"Industrias manufactureras (165)",16,,,1,,,,15,,,,,
"Suministro de electricidad, gas y agua (166)",6,,,,,,,,,6,,,
"Construcción (167)",35,,,1,,,,,18,16,,,
