"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PALPA (000)",4963,4609,1212,740,740,547,624,384,210,152,354,12544
"De 12 a 14 años (001)",415,414,411,3,,,,,,,1,3
"De 15 a 19 años (002)",619,595,516,69,9,1,,,,,24,90
"De 20 a 24 años (003)",563,441,160,198,67,11,5,,,,122,385
"De 25 a 29 años (004)",482,396,30,164,141,48,13,,,,86,645
"De 30 a 34 años (005)",450,407,15,113,147,78,49,5,,,43,874
"De 35 a 39 años (006)",429,415,12,53,143,107,82,17,1,,14,1131
"De 40 a 44 años (007)",414,399,6,32,82,87,132,48,11,1,15,1443
"De 45 a 49 años (008)",354,338,8,40,67,61,84,52,22,4,16,1283
"De 50 y más años (009)",1237,1204,54,68,84,154,259,262,176,147,33,6690
"PEA (010)",1765,1592,235,334,350,220,254,124,52,23,173,4293
"De 12 a 14 años (011)",16,16,16,,,,,,,,,
"De 15 a 19 años (012)",120,114,99,13,1,1,,,,,6,18
"De 20 a 24 años (013)",212,159,59,72,23,2,3,,,,53,136
"De 25 a 29 años (014)",216,162,14,76,52,18,2,,,,54,243
"De 30 a 34 años (015)",234,207,8,67,72,34,22,4,,,27,429
"De 35 a 39 años (016)",224,218,8,31,83,48,41,7,,,6,566
"De 40 a 44 años (017)",223,215,2,19,49,45,71,21,7,1,8,762
"De 45 a 49 años (018)",189,183,5,24,39,27,47,30,11,,6,671
"De 50 y más años (019)",331,318,24,32,31,45,68,62,34,22,13,1468
"Ocupada (020)",1714,1559,221,327,346,215,252,123,52,23,155,4248
"De 12 a 14 años (021)",16,16,16,,,,,,,,,
"De 15 a 19 años (022)",109,105,91,12,1,1,,,,,4,17
"De 20 a 24 años (023)",196,150,54,70,21,2,3,,,,46,130
