"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUACAYBAMBA (000)",18919,1239,6244,3180,2356,2196,1380,1114,1210
"Quechua (001)",14920,881,4601,2445,1836,1821,1187,1013,1136
"Aymara (002)",19,3,5,1,5,2,1,,2
"Ashaninca (003)",2,,2,,,,,,
"Otra lengua nativa (004)",2,,1,,1,,,,
"Castellano (005)",3869,353,1617,715,480,352,189,95,68
"Idioma extranjero (006)",1,,,,,,1,,
"Es sordomudo/a (007)",106,2,18,19,34,21,2,6,4
"Hombres (009)",9439,624,3181,1643,1104,1088,688,546,565
"Quechua (010)",7318,446,2345,1249,833,884,559,488,514
"Aymara (011)",8,3,2,,2,,,,1
"Ashaninca (012)",1,,1,,,,,,
"Otra lengua nativa (013)",1,,1,,,,,,
"Castellano (014)",2068,174,822,385,259,197,128,54,49
"Es sordomudo/a (016)",43,1,10,9,10,7,1,4,1
"Mujeres (018)",9480,615,3063,1537,1252,1108,692,568,645
"Quechua (019)",7602,435,2256,1196,1003,937,628,525,622
"Aymara (020)",11,,3,1,3,2,1,,1
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",1,,,,1,,,,
"Castellano (023)",1801,179,795,330,221,155,61,41,19
"Idioma extranjero (024)",1,,,,,,1,,
"Es sordomudo/a (025)",63,1,8,10,24,14,1,2,3
,,,,,,,,,
"URBANA (027)",3483,181,1035,612,481,483,293,196,202
"Quechua (028)",1978,71,444,345,259,319,202,157,181
"Aymara (029)",2,,,,1,1,,,
"Ashaninca (030)",1,,1,,,,,,
"Castellano (032)",1492,110,588,266,219,162,90,37,20
"Idioma extranjero (033)",1,,,,,,1,,
"Es sordomudo/a (034)",9,,2,1,2,1,,2,1
"Hombres (036)",1749,79,520,322,226,243,162,103,94
"Quechua (037)",953,25,221,181,110,153,99,81,83
"Ashaninca (039)",1,,1,,,,,,
"Castellano (041)",792,54,296,140,116,90,63,22,11
"Es sordomudo/a (043)",3,,2,1,,,,,
"Mujeres (045)",1734,102,515,290,255,240,131,93,108
"Quechua (046)",1025,46,223,164,149,166,103,76,98
"Aymara (047)",2,,,,1,1,,,
"Castellano (050)",700,56,292,126,103,72,27,15,9
"Idioma extranjero (051)",1,,,,,,1,,
"Es sordomudo/a (052)",6,,,,2,1,,2,1
,,,,,,,,,
"RURAL (054)",15436,1058,5209,2568,1875,1713,1087,918,1008
"Quechua (055)",12942,810,4157,2100,1577,1502,985,856,955
"Aymara (056)",17,3,5,1,4,1,1,,2
"Ashaninca (057)",1,,1,,,,,,
"Otra lengua nativa (058)",2,,1,,1,,,,
"Castellano (059)",2377,243,1029,449,261,190,99,58,48
"Es sordomudo/a (061)",97,2,16,18,32,20,2,4,3
"Hombres (063)",7690,545,2661,1321,878,845,526,443,471
"Quechua (064)",6365,421,2124,1068,723,731,460,407,431
"Aymara (065)",8,3,2,,2,,,,1
"Otra lengua nativa (067)",1,,1,,,,,,
"Castellano (068)",1276,120,526,245,143,107,65,32,38
"Es sordomudo/a (070)",40,1,8,8,10,7,1,4,1
"Mujeres (072)",7746,513,2548,1247,997,868,561,475,537
"Quechua (073)",6577,389,2033,1032,854,771,525,449,524
"Aymara (074)",9,,3,1,2,1,1,,1
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",1101,123,503,204,118,83,34,26,10
"Es sordomudo/a (079)",57,1,8,10,22,13,1,,2
