"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARHUAZ (000)",33093,2708,1960,497,27943
"Conviviente (001)",6217,292,279,78,5570
"Separado(a) (002)",959,66,41,14,838
"Casado(a) (003)",12443,510,973,240,10729
"Viudo(a) (004)",1906,80,99,18,1709
"Divorciado(a) (005)",96,7,10,3,77
"Soltero(a) (006)",11472,1753,558,144,9020
"Hombres (008)",15806,1274,996,283,13265
"Conviviente (009)",3008,97,146,43,2724
"Separado(a) (010)",186,6,19,4,157
"Casado(a) (011)",6111,232,511,151,5225
"Viudo(a) (012)",371,18,24,6,323
"Divorciado(a) (013)",34,3,7,2,23
"Soltero(a) (014)",6096,918,289,77,4813
"Mujeres (016)",17287,1434,964,214,14678
"Conviviente (017)",3209,195,133,35,2846
"Separado(a) (018)",773,60,22,10,681
"Casado(a) (019)",6332,278,462,89,5504
"Viudo(a) (020)",1535,62,75,12,1386
"Divorciado(a) (021)",62,4,3,1,54
"Soltero(a) (022)",5376,835,269,67,4207
,,,,,
"URBANA (024)",11506,653,1308,318,9237
"Conviviente (025)",2211,89,186,46,1892
"Separado(a) (026)",345,17,28,7,293
"Casado(a) (027)",4237,133,650,162,3298
"Viudo(a) (028)",576,17,59,14,486
"Divorciado(a) (029)",49,3,8,3,36
"Soltero(a) (030)",4088,394,377,86,3232
"Hombres (032)",5540,306,637,185,4421
"Conviviente (033)",1064,30,96,24,916
"Separado(a) (034)",83,3,14,3,63
"Casado(a) (035)",2078,60,327,106,1590
"Viudo(a) (036)",106,5,14,5,82
"Divorciado(a) (037)",24,3,5,2,15
"Soltero(a) (038)",2185,205,181,45,1755
"Mujeres (040)",5966,347,671,133,4816
"Conviviente (041)",1147,59,90,22,976
"Separado(a) (042)",262,14,14,4,230
"Casado(a) (043)",2159,73,323,56,1708
"Viudo(a) (044)",470,12,45,9,404
"Divorciado(a) (045)",25,,3,1,21
"Soltero(a) (046)",1903,189,196,41,1477
,,,,,
"RURAL (048)",21587,2055,652,179,18706
"Conviviente (049)",4006,203,93,32,3678
"Separado(a) (050)",614,49,13,7,545
"Casado(a) (051)",8206,377,323,78,7431
"Viudo(a) (052)",1330,63,40,4,1223
"Divorciado(a) (053)",47,4,2,,41
"Soltero(a) (054)",7384,1359,181,58,5788
"Hombres (056)",10266,968,359,98,8844
"Conviviente (057)",1944,67,50,19,1808
"Separado(a) (058)",103,3,5,1,94
"Casado(a) (059)",4033,172,184,45,3635
"Viudo(a) (060)",265,13,10,1,241
"Divorciado(a) (061)",10,,2,,8
"Soltero(a) (062)",3911,713,108,32,3058
"Mujeres (064)",11321,1087,293,81,9862
"Conviviente (065)",2062,136,43,13,1870
"Separado(a) (066)",511,46,8,6,451
"Casado(a) (067)",4173,205,139,33,3796
"Viudo(a) (068)",1065,50,30,3,982
"Divorciado(a) (069)",37,4,,,33
"Soltero(a) (070)",3473,646,73,26,2730
